genre,median
Horror,6.124999999999999
Sci-Fi,6.356
Family,6.370588235294118
Fantasy,6.400000000000001
Action,6.415853658536585
Thriller,6.483050847457627
Mystery,6.502777777777777
Comedy,6.525581395348838
Adventure,6.616949152542373
Romance,6.7
Sport,6.733333333333333
Crime,6.734285714285715
Animation,6.964705882352941
Drama,7.00261780104712
Musical,7.1499999999999995
Biography,7.175
History,7.2
Western,7.3
War,7.3999999999999995
