tconst,primaryTitle,titleType,genres,averageRating,numVotes,country,rt_rating,mc_rating
tt1243957,The Tourist,movie,"Action,Thriller",6.0,233876.0,"USA, France, Italy, UK",20,37
tt0978764,Sucker Punch,movie,"Action,Adventure,Fantasy",6.0,238085.0,"USA, Canada",22,33
tt1375670,Grown Ups,movie,Comedy,6.0,238905.0,USA,11,30
tt0463985,The Fast and the Furious: Tokyo Drift,movie,"Action,Crime,Thriller",6.0,258883.0,"USA, Germany, Japan",38,45
tt0348150,Superman Returns,movie,"Action,Sci-Fi",6.0,276970.0,USA,74,72
tt1055369,Transformers: Revenge of the Fallen,movie,"Action,Adventure,Sci-Fi",6.0,395846.0,USA,20,35
tt1555093,The Seasoning House,movie,"Drama,Horror,Thriller",6.1,10017.0,UK,21,
tt0082748,Pieces,movie,"Horror,Mystery,Thriller",6.1,10033.0,Spain,46,68
tt0094057,Street Trash,movie,"Comedy,Horror",6.1,10042.0,USA,62,
tt0094008,Someone to Watch Over Me,movie,"Crime,Drama,Romance",6.1,10105.0,USA,65,55
tt0110363,Little Big League,movie,"Comedy,Family,Sport",6.1,10489.0,USA,33,57
tt8430598,Shirley,movie,"Biography,Drama,Mystery",6.1,10548.0,USA,87,76
tt0445935,Bordertown,movie,"Crime,Mystery,Thriller",6.1,10578.0,"USA, Mexico",,
tt0937237,Redacted,movie,"Crime,Thriller,War",6.1,10583.0,"USA, Canada",45,52
tt0091188,Heartburn,movie,"Comedy,Drama",6.1,10597.0,USA,43,49
tt4180560,Otherhood,movie,Comedy,6.1,10620.0,"UK, USA",26,38
tt0902290,I Sell the Dead,movie,"Comedy,Horror",6.1,10674.0,USA,72,62
tt0082951,The Prowler,movie,"Horror,Mystery,Thriller",6.1,10731.0,USA,67,45
tt0325596,The I Inside,movie,"Mystery,Sci-Fi,Thriller",6.1,10732.0,"UK, USA",43,
tt1525890,Sweet Home Alabama,movie,Thriller,6.1,10824.0,"UK, Puerto Rico",38,
tt0075265,A Star Is Born,movie,"Drama,Music,Romance",6.1,10993.0,USA,35,59
tt0120769,The Newton Boys,movie,"Action,Crime,Drama",6.1,11031.0,USA,64,57
tt0109327,Brainscan,movie,"Comedy,Horror,Sci-Fi",6.1,11241.0,"UK, USA",13,
tt2920808,God's Pocket,movie,"Crime,Drama",6.1,11244.0,USA,36,51
tt0099817,Dark Angel,movie,"Action,Crime,Horror",6.1,11341.0,USA,33,
tt0371552,Asterix and the Vikings,movie,"Adventure,Animation,Comedy",6.1,11488.0,"France, Denmark",86,
tt0115693,Black Mask,movie,"Action,Adventure,Comedy",6.1,11508.0,Hong Kong,48,
tt0080472,Bronco Billy,movie,"Action,Adventure,Comedy",6.1,11538.0,USA,75,66
tt1990181,Brake,movie,Thriller,6.1,11664.0,USA,44,38
tt0093793,Project X,movie,"Comedy,Drama,Sci-Fi",6.1,11837.0,USA,75,61
tt0256103,Intimacy,movie,"Drama,Romance",6.1,11867.0,"France, UK, Germany, Spain",66,69
tt3859304,The Bronze,movie,"Comedy,Drama,Sport",6.1,11899.0,USA,37,44
tt6433880,Anna and the Apocalypse,movie,"Comedy,Horror,Musical",6.1,12015.0,UK,77,63
tt6474040,Stockholm,movie,"Biography,Comedy,Crime",6.1,12053.0,"Canada, USA",70,54
tt0454084,Blind Dating,movie,"Comedy,Romance",6.1,12069.0,USA,25,
tt1661820,Cut Bank,movie,"Crime,Drama,Thriller",6.1,12157.0,USA,36,44
tt0465430,The Cottage,movie,"Comedy,Crime,Horror",6.1,12320.0,UK,72,
tt11750282,Don't Listen,movie,"Drama,Horror,Mystery",6.1,12452.0,Spain,63,
tt0097758,Little Monsters,movie,"Adventure,Comedy,Family",6.1,12524.0,USA,44,
tt1634136,Violet & Daisy,movie,"Action,Comedy,Crime",6.1,12531.0,USA,22,43
tt7074886,The Front Runner,movie,"Biography,Drama,History",6.1,12591.0,"Canada, USA",58,61
tt0069895,The Crazies,movie,"Action,Horror,Sci-Fi",6.1,12699.0,USA,69,63
tt0184526,Gorgeous,movie,"Action,Comedy,Romance",6.1,12743.0,"Hong Kong, Taiwan",,
tt0104695,Leap of Faith,movie,"Comedy,Drama,Romance",6.1,12902.0,USA,64,
tt0395119,Captain Alatriste: The Spanish Musketeer,movie,"Adventure,Drama,History",6.1,12930.0,Spain,17,
tt0092214,Wildcats,movie,"Comedy,Sport",6.1,13146.0,USA,26,41
tt8949056,"Yes, God, Yes",movie,"Comedy,Drama",6.1,13258.0,USA,93,71
tt0405821,Casshern,movie,"Action,Sci-Fi",6.1,13367.0,Japan,70,
tt0458367,Right at Your Door,movie,"Drama,Sci-Fi,Thriller",6.1,13665.0,USA,69,57
tt0080520,Cheech and Chong's Next Movie,movie,"Comedy,Crime,Sci-Fi",6.1,13739.0,USA,,66
tt0107840,Poetic Justice,movie,"Drama,Romance",6.1,13965.0,USA,34,51
tt2061712,Interview with a Hitman,movie,"Action,Crime,Drama",6.1,14295.0,UK,,
tt3479316,Parallels,movie,"Action,Sci-Fi",6.1,14330.0,USA,,
tt0273435,Ararat,movie,"Drama,War",6.1,14399.0,"Canada, France",55,62
tt0108526,We're Back! A Dinosaur's Story,movie,"Adventure,Animation,Comedy",6.1,14481.0,USA,38,
tt1975249,6 Bullets,movie,"Action,Crime,Drama",6.1,14676.0,USA,,
tt0098663,The Wizard,movie,"Adventure,Comedy,Drama",6.1,14963.0,USA,29,23
tt0087910,The Philadelphia Experiment,movie,"Adventure,Drama,Romance",6.1,14997.0,USA,50,44
tt3450900,The Sea of Trees,movie,"Drama,Fantasy,Mystery",6.1,15046.0,USA,17,23
tt0365847,The Myth,movie,"Action,Adventure,Comedy",6.1,15080.0,"Hong Kong, China",20,
tt0105217,Raising Cain,movie,"Crime,Drama,Horror",6.1,15375.0,USA,59,42
tt0100530,The Russia House,movie,"Drama,Romance,Thriller",6.1,15681.0,USA,68,67
tt0112887,The Doom Generation,movie,"Comedy,Crime,Drama",6.1,15701.0,"USA, France",49,48
tt0101787,Dying Young,movie,"Drama,Romance",6.1,15796.0,USA,23,
tt0095583,Maniac Cop,movie,"Action,Crime,Horror",6.1,15953.0,USA,53,40
tt0120820,Senseless,movie,"Comedy,Romance",6.1,16129.0,USA,6,36
tt0376479,American Pastoral,movie,"Crime,Drama",6.1,16174.0,"Hong Kong, USA",23,43
tt0422272,Fragile,movie,"Horror,Mystery,Thriller",6.1,16252.0,"Spain, UK",,
tt1107860,The Maiden Heist,movie,"Comedy,Crime",6.1,16340.0,USA,,
tt0107426,Little Buddha,movie,Drama,6.1,16466.0,"France, Liechtenstein, UK",65,
tt0118966,Desperate Measures,movie,"Action,Crime,Drama",6.1,16528.0,USA,19,
tt0093075,The Gate,movie,"Fantasy,Horror",6.1,16588.0,Canada,60,55
tt2674454,Churchill,movie,"Biography,Drama,History",6.1,16657.0,UK,49,44
tt3844362,The Overnight,movie,"Comedy,Mystery",6.1,16681.0,USA,82,65
tt0095655,Moonwalker,movie,"Action,Crime,Fantasy",6.1,16690.0,USA,,
tt0113690,Lord of Illusions,movie,"Horror,Mystery,Thriller",6.1,17161.0,"USA, UK",58,
tt1436568,Assassination Games,movie,"Action,Crime,Drama",6.1,17255.0,"USA, Hong Kong, Romania",,
tt0078721,10,movie,"Comedy,Romance",6.1,17275.0,USA,68,68
tt0893402,Franklyn,movie,"Drama,Fantasy,Sci-Fi",6.1,17377.0,UK,57,
tt1067765,Adult World,movie,"Comedy,Drama",6.1,17453.0,USA,56,61
tt0464041,The Lazarus Project,movie,"Drama,Mystery,Thriller",6.1,17611.0,"USA, Canada, UK",60,
tt0102915,Showdown in Little Tokyo,movie,"Action,Comedy,Crime",6.1,17829.0,USA,33,
tt0910905,In the Electric Mist,movie,"Crime,Drama,Mystery",6.1,17908.0,"France, USA",58,
tt2383068,The Sacrament,movie,"Horror,Thriller",6.1,18017.0,USA,63,49
tt0142192,The Corruptor,movie,"Action,Crime,Thriller",6.1,18074.0,USA,48,56
tt1027862,Swing Vote,movie,"Comedy,Drama",6.1,18347.0,USA,38,47
tt1046997,Miracle at St. Anna,movie,"Action,Drama,War",6.1,18422.0,"Italy, USA",33,37
tt0302674,Gerry,movie,"Adventure,Drama,Mystery",6.1,18525.0,"USA, Argentina, Jordan",61,54
tt0144640,Three to Tango,movie,"Comedy,Romance",6.1,18920.0,"Australia, USA",28,36
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",movie,"Action,Adventure,Drama",6.1,18940.0,"China, USA",20,47
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,movie,Drama,6.1,19079.0,USA,44,48
tt0310357,Willard,movie,"Drama,Horror,Thriller",6.1,19293.0,"Canada, USA",64,61
tt0381940,Cargo,movie,"Mystery,Sci-Fi,Thriller",6.1,19346.0,Switzerland,,
tt0857190,The Sweeney,movie,"Action,Crime,Drama",6.1,19380.0,UK,46,48
tt0110678,No Escape,movie,"Action,Drama,Sci-Fi",6.1,19414.0,USA,53,
tt0102005,Harley Davidson and the Marlboro Man,movie,"Action,Crime,Drama",6.1,19639.0,USA,25,36
tt0077594,Game of Death,movie,"Action,Crime,Drama",6.1,19848.0,"Hong Kong, USA",46,36
tt3111426,Lost Girls,movie,"Crime,Drama,Mystery",6.1,19850.0,USA,75,67
tt2917388,Kidnapping Mr. Heineken,movie,"Action,Crime,Drama",6.1,20435.0,"Netherlands, Belgium, UK, USA",19,33
tt6587640,Trolls World Tour,movie,"Adventure,Animation,Comedy",6.1,20636.0,USA,71,51
tt7170950,Like Father,movie,"Comedy,Drama",6.1,20655.0,USA,46,52
tt0097366,Fletch Lives,movie,"Comedy,Crime,Mystery",6.1,20810.0,USA,37,40
tt0184791,O,movie,"Drama,Romance,Thriller",6.1,20965.0,USA,64,53
tt4701724,Early Man,movie,"Adventure,Animation,Comedy",6.1,21329.0,"UK, USA, France",80,68
tt0804463,Devil's Knot,movie,"Biography,Crime,Drama",6.1,21358.0,USA,25,42
tt1018765,Our Brand Is Crisis,movie,"Comedy,Drama",6.1,21671.0,USA,37,53
tt0112572,The Brady Bunch Movie,movie,Comedy,6.1,21686.0,USA,63,54
tt0210234,Pokémon the Movie 2000,movie,"Action,Adventure,Animation",6.1,21687.0,Japan,,28
tt0097481,Harlem Nights,movie,"Comedy,Crime,Drama",6.1,21876.0,USA,25,16
tt1984153,Excision,movie,"Comedy,Drama,Horror",6.1,21891.0,USA,85,
tt1231586,A Good Old Fashioned Orgy,movie,"Comedy,Romance",6.1,22161.0,USA,35,44
tt1424310,Chinese Zodiac,movie,"Action,Adventure,Comedy",6.1,22366.0,"Hong Kong, China",25,29
tt0439289,Running with Scissors,movie,"Comedy,Drama",6.1,22377.0,USA,31,52
tt0110763,The Pagemaster,movie,"Adventure,Animation,Comedy",6.1,22573.0,USA,21,
tt0098625,We're No Angels,movie,"Comedy,Crime",6.1,22697.0,USA,47,48
tt0104839,Medicine Man,movie,"Adventure,Drama,Romance",6.1,22706.0,USA,17,43
tt0858479,Smart People,movie,"Comedy,Drama,Romance",6.1,22818.0,USA,50,57
tt0102614,Out for Justice,movie,"Action,Crime,Drama",6.1,22904.0,USA,23,38
tt1263750,Room in Rome,movie,"Drama,Romance",6.1,23320.0,Spain,40,
tt0211465,Knockaround Guys,movie,"Crime,Drama,Thriller",6.1,23475.0,USA,21,30
tt1826590,About Last Night,movie,"Comedy,Romance",6.1,23546.0,USA,69,62
tt0069089,Pink Flamingos,movie,"Comedy,Crime",6.1,23656.0,USA,82,47
tt0108171,Sniper,movie,"Action,Thriller,War",6.1,23710.0,USA,38,45
tt8851668,The Lovebirds,movie,"Action,Comedy,Crime",6.1,24024.0,USA,65,59
tt9354944,Jexi,movie,"Comedy,Romance,Sci-Fi",6.1,24158.0,"USA, Canada",19,39
tt0104452,HouseSitter,movie,"Comedy,Romance",6.1,24167.0,USA,36,52
tt0118556,Addicted to Love,movie,"Comedy,Romance",6.1,24336.0,USA,55,49
tt0092796,Creepshow 2,movie,"Fantasy,Horror",6.1,24460.0,USA,29,39
tt8954732,The Princess Switch,movie,"Comedy,Drama,Family",6.1,24598.0,USA,67,
tt0111143,The Shadow,movie,"Action,Adventure,Crime",6.1,24810.0,USA,34,50
tt0269095,City by the Sea,movie,"Crime,Drama,Mystery",6.1,24863.0,USA,48,50
tt0120901,Wrongfully Accused,movie,"Action,Comedy,Thriller",6.1,24891.0,"Germany, USA",19,
tt1715873,10 Years,movie,"Comedy,Drama,Romance",6.1,25130.0,USA,60,61
tt0188453,Birthday Girl,movie,"Comedy,Crime,Thriller",6.1,25217.0,"UK, USA",59,51
tt1767372,She's Funny That Way,movie,"Comedy,Drama",6.1,25524.0,"USA, Germany",45,45
tt0859635,Super Troopers 2,movie,"Comedy,Crime,Mystery",6.1,25550.0,USA,21,41
tt0244970,Someone Like You,movie,"Comedy,Romance",6.1,25707.0,USA,42,32
tt0119313,Hope Floats,movie,"Drama,Romance",6.1,26329.0,USA,27,42
tt0107843,Point of No Return,movie,"Action,Crime,Drama",6.1,26882.0,USA,52,53
tt2235108,Dear White People,movie,"Comedy,Drama,Romance",6.1,27002.0,USA,91,79
tt0107985,Rookie of the Year,movie,"Comedy,Family,Fantasy",6.1,27016.0,USA,35,53
tt6857166,Book Club,movie,"Comedy,Drama,Romance",6.1,27110.0,USA,54,53
tt7547410,Dora and the Lost City of Gold,movie,"Action,Adventure,Comedy",6.1,28338.0,"USA, Mexico, Australia",85,63
tt0488604,The Oxford Murders,movie,"Crime,Mystery,Thriller",6.1,28608.0,"Spain, UK, France",17,
tt3721964,Gringo,movie,"Action,Comedy,Crime",6.1,28947.0,"Australia, USA, Mexico",40,46
tt0218817,Antitrust,movie,"Action,Crime,Drama",6.1,29049.0,USA,24,31
tt9398640,Between Two Ferns: The Movie,movie,Comedy,6.1,29465.0,USA,75,59
tt3276924,Heist,movie,"Action,Crime,Drama",6.1,29492.0,USA,29,37
tt3289728,Equals,movie,"Drama,Romance,Sci-Fi",6.1,29559.0,"USA, Indonesia",36,43
tt0120609,The Big Hit,movie,"Action,Comedy,Crime",6.1,29560.0,USA,43,31
tt0119731,Murder at 1600,movie,"Action,Crime,Drama",6.1,30084.0,USA,32,47
tt0203755,One Night at McCool's,movie,"Comedy,Crime",6.1,30338.0,USA,33,46
tt1645155,Erased,movie,"Action,Thriller",6.1,30566.0,"USA, Canada, Belgium, UK",28,34
tt0096244,Tequila Sunrise,movie,"Crime,Drama,Romance",6.1,30718.0,USA,50,62
tt2317225,The Machine,movie,"Action,Drama,Sci-Fi",6.1,30839.0,UK,79,52
tt1415283,Nanny McPhee Returns,movie,"Comedy,Family,Fantasy",6.1,30933.0,"UK, France, USA",75,52
tt0087262,Firestarter,movie,"Action,Horror,Sci-Fi",6.1,31210.0,USA,37,50
tt0117108,Multiplicity,movie,"Comedy,Romance,Sci-Fi",6.1,31629.0,USA,45,
tt0068408,Conquest of the Planet of the Apes,movie,"Action,Sci-Fi",6.1,31662.0,USA,50,49
tt1372686,Coriolanus,movie,"Drama,Thriller,War",6.1,31811.0,UK,92,79
tt0085811,Krull,movie,"Action,Adventure,Fantasy",6.1,31961.0,UK,,45
tt1684233,Welcome to the Punch,movie,"Action,Crime,Thriller",6.1,32942.0,"UK, USA",48,49
tt0954947,The Killer Inside Me,movie,"Crime,Drama,Thriller",6.1,33812.0,"UK, Sweden, Canada, USA",55,53
tt1179069,6 Souls,movie,"Horror,Mystery,Thriller",6.1,33949.0,USA,4,28
tt0090887,Critters,movie,"Comedy,Horror,Sci-Fi",6.1,34381.0,USA,50,52
tt0470705,Bug,movie,"Drama,Horror,Thriller",6.1,34444.0,"USA, Germany",62,62
tt0471041,The Tournament,movie,"Action,Thriller",6.1,34771.0,"UK, USA, Bahrain",,
tt0119141,Fools Rush In,movie,"Comedy,Drama,Romance",6.1,34852.0,USA,34,37
tt2097307,Hit and Run,movie,"Action,Adventure,Comedy",6.1,35651.0,USA,48,50
tt0118956,Deep Rising,movie,"Action,Adventure,Horror",6.1,35806.0,"USA, Canada",30,
tt1031280,Splinter,movie,"Horror,Sci-Fi,Thriller",6.1,35944.0,USA,74,58
tt0124819,Orgazmo,movie,Comedy,6.1,35982.0,"USA, Japan",47,48
tt2103217,Maniac,movie,"Horror,Thriller",6.1,36620.0,"France, USA",53,47
tt0113041,Father of the Bride Part II,movie,"Comedy,Family,Romance",6.1,36652.0,USA,52,49
tt1234654,Greenberg,movie,"Comedy,Drama,Romance",6.1,37151.0,USA,76,76
tt0420238,The Tale of Despereaux,movie,"Adventure,Animation,Comedy",6.1,37207.0,"UK, USA",57,53
tt6259380,Code 8,movie,"Action,Crime,Drama",6.1,37605.0,Canada,80,48
tt2016940,Man of Tai Chi,movie,"Action,Drama",6.1,37661.0,"USA, China, Hong Kong",71,52
tt0259288,Dragonfly,movie,"Drama,Fantasy,Mystery",6.1,37928.0,"USA, Germany",7,25
tt0896798,Cleaner,movie,"Crime,Mystery,Thriller",6.1,38321.0,USA,17,49
tt4714782,Personal Shopper,movie,"Mystery,Thriller",6.1,38540.0,"France, Germany, Czech Republic, Belgium",81,77
tt0800240,Deception,movie,"Crime,Drama,Mystery",6.1,38689.0,USA,11,31
tt0360139,Chasing Liberty,movie,"Comedy,Romance",6.1,38954.0,"USA, UK, Czech Republic",,46
tt0109520,D2: The Mighty Ducks,movie,"Comedy,Drama,Family",6.1,39274.0,USA,21,
tt7347846,The Lodge,movie,"Drama,Horror,Mystery",6.1,40202.0,"UK, Canada, USA",74,64
tt0337692,On the Road,movie,"Adventure,Drama,Romance",6.1,40982.0,"France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina",45,56
tt5397194,Anon,movie,"Crime,Sci-Fi,Thriller",6.1,41346.0,"Germany, USA, Canada",36,54
tt1233301,Ironclad,movie,"Action,Drama,History",6.1,41373.0,"UK, Switzerland, USA, Germany",42,42
tt0798817,13,movie,"Crime,Drama,Thriller",6.1,41432.0,USA,8,29
tt0219854,The Kid,movie,"Comedy,Family,Fantasy",6.1,41464.0,USA,49,45
tt1720616,Friends with Kids,movie,"Comedy,Drama,Romance",6.1,41899.0,USA,67,55
tt0131369,Edtv,movie,"Comedy,Drama",6.1,42849.0,USA,64,48
tt2980210,A Hologram for the King,movie,"Comedy,Drama,Romance",6.1,43121.0,"UK, France, Germany, Mexico, USA",70,58
tt1083456,Fired Up!,movie,"Comedy,Sport",6.1,43379.0,USA,24,31
tt0085382,Cujo,movie,"Horror,Thriller",6.1,43594.0,USA,62,57
tt5177088,The Girl in the Spider's Web,movie,"Action,Crime,Drama",6.1,45158.0,"Germany, Sweden, USA",38,43
tt0065462,Beneath the Planet of the Apes,movie,"Action,Adventure,Sci-Fi",6.1,45217.0,USA,37,46
tt1640459,Hobo with a Shotgun,movie,"Action,Comedy,Horror",6.1,45343.0,Canada,66,55
tt0358135,Shall We Dance,movie,"Comedy,Drama,Music",6.1,45802.0,USA,47,47
tt0269347,The Hunted,movie,"Action,Crime,Drama",6.1,46069.0,USA,29,40
tt0266465,A Man Apart,movie,"Action,Crime,Drama",6.1,46554.0,"USA, Germany",11,36
tt2333804,The Zero Theorem,movie,"Comedy,Drama,Fantasy",6.1,46706.0,"UK, Romania, France, USA",48,50
tt1225822,Extract,movie,"Comedy,Crime,Romance",6.1,47036.0,USA,62,61
tt0191754,28 Days,movie,"Comedy,Drama",6.1,47609.0,USA,33,46
tt1748227,The Collection,movie,"Horror,Thriller",6.1,48065.0,USA,38,38
tt1082807,The Belko Experiment,movie,"Horror,Thriller",6.1,48385.0,USA,55,44
tt0109635,Disclosure,movie,"Drama,Thriller",6.1,48647.0,USA,60,58
tt0109068,Airheads,movie,"Comedy,Crime,Music",6.1,48727.0,USA,29,46
tt0443632,The Sentinel,movie,"Action,Crime,Thriller",6.1,49110.0,USA,35,49
tt0179626,15 Minutes,movie,"Action,Crime,Drama",6.1,49676.0,"USA, Germany",32,34
tt0090142,Teen Wolf,movie,"Comedy,Fantasy,Romance",6.1,50160.0,USA,42,25
tt0947802,Lakeview Terrace,movie,"Crime,Drama,Thriller",6.1,50743.0,USA,44,47
tt5834262,Hotel Artemis,movie,"Action,Crime,Drama",6.1,50960.0,"UK, USA",57,58
tt0094137,Three Men and a Baby,movie,"Comedy,Drama,Family",6.1,51262.0,"USA, France",67,61
tt0377062,Flight of the Phoenix,movie,"Action,Adventure,Drama",6.1,53486.0,USA,30,47
tt1024255,Wild Child,movie,"Comedy,Drama,Romance",6.1,53676.0,"USA, UK, France",41,
tt3774694,Love,movie,"Drama,Romance",6.1,53702.0,"France, Belgium",40,51
tt0089370,The Jewel of the Nile,movie,"Action,Adventure,Comedy",6.1,54334.0,USA,46,53
tt0120157,Soldier,movie,"Action,Drama,Sci-Fi",6.1,55367.0,"USA, UK",13,
tt0218922,Original Sin,movie,"Drama,Mystery,Romance",6.1,55547.0,"France, Mexico, USA",12,33
tt1703199,Grave Encounters,movie,"Horror,Mystery",6.1,55755.0,Canada,67,33
tt1971325,Automata,movie,"Action,Drama,Sci-Fi",6.1,55967.0,"Spain, Bulgaria",31,37
tt0120877,Vampires,movie,"Action,Horror,Thriller",6.1,56508.0,"Japan, USA",42,42
tt2265398,Drinking Buddies,movie,"Comedy,Drama,Romance",6.1,57354.0,USA,84,71
tt0862467,Valhalla Rising,movie,"Action,Adventure,Drama",6.1,58413.0,"Denmark, UK",74,61
tt0099422,Dick Tracy,movie,"Action,Comedy,Crime",6.1,59995.0,USA,64,68
tt0258153,S1m0ne,movie,"Comedy,Drama,Sci-Fi",6.1,60003.0,USA,51,49
tt0492956,The Game Plan,movie,"Comedy,Family,Sport",6.1,62351.0,USA,29,44
tt0082418,Friday the 13th Part 2,movie,"Horror,Mystery,Thriller",6.1,64706.0,USA,27,26
tt2910814,The Signal,movie,"Drama,Mystery,Sci-Fi",6.1,64766.0,USA,61,54
tt0132347,Mystery Men,movie,"Action,Comedy,Fantasy",6.1,65524.0,USA,61,65
tt1583420,Larry Crowne,movie,"Comedy,Drama,Romance",6.1,66085.0,"USA, France",37,41
tt0245562,Windtalkers,movie,"Action,Drama,War",6.1,67631.0,USA,33,51
tt0095963,Red Heat,movie,"Action,Comedy,Crime",6.1,68136.0,USA,68,61
tt2039393,The Gambler,movie,"Crime,Drama,Thriller",6.1,69026.0,USA,43,55
tt0165929,Romeo Must Die,movie,"Action,Crime,Thriller",6.1,69075.0,USA,32,52
tt1323045,Frozen,movie,"Adventure,Drama,Thriller",6.1,71003.0,USA,63,43
tt0119925,The Postman,movie,"Action,Adventure,Drama",6.1,71621.0,USA,8,29
tt0970452,Solomon Kane,movie,"Action,Adventure,Fantasy",6.1,72024.0,"Czech Republic, UK, France",66,48
tt0120749,Mercury Rising,movie,"Action,Crime,Drama",6.1,72065.0,USA,21,37
tt6663582,The Spy Who Dumped Me,movie,"Action,Adventure,Comedy",6.1,74247.0,"Canada, USA, Hungary",49,52
tt4560436,Mile 22,movie,"Action,Thriller",6.1,74685.0,"USA, China, Colombia",23,38
tt0494238,Inkheart,movie,"Adventure,Family,Fantasy",6.1,75941.0,"Germany, UK, USA, Italy",39,49
tt0770703,What's Your Number?,movie,"Comedy,Romance",6.1,76532.0,USA,23,35
tt8364368,Crawl,movie,"Action,Horror,Thriller",6.1,78660.0,"USA, Serbia, Canada",84,60
tt0251736,House of 1000 Corpses,movie,Horror,6.1,82688.0,USA,20,31
tt0099371,Days of Thunder,movie,"Action,Drama,Sport",6.1,84042.0,USA,38,60
tt0091326,The Karate Kid Part II,movie,"Action,Family,Sport",6.1,84457.0,USA,44,55
tt1292566,How to Be Single,movie,"Comedy,Drama,Romance",6.1,84729.0,USA,46,51
tt0151738,Never Been Kissed,movie,"Comedy,Drama,Romance",6.1,87392.0,USA,55,60
tt3316948,American Ultra,movie,"Action,Comedy",6.1,88896.0,"USA, Switzerland",44,50
tt7752126,Brightburn,movie,"Drama,Horror,Mystery",6.1,90298.0,USA,57,44
tt1206885,Rambo: Last Blood,movie,"Action,Thriller",6.1,90899.0,"USA, Hong Kong, France, Bulgaria, Spain, Sweden",,26
tt0400717,Open Season,movie,"Adventure,Animation,Comedy",6.1,91709.0,USA,48,49
tt0204946,Bring It On,movie,"Comedy,Romance,Sport",6.1,92496.0,USA,64,52
tt0115759,Broken Arrow,movie,"Action,Adventure,Thriller",6.1,95269.0,USA,54,61
tt1592525,Lockout,movie,"Action,Sci-Fi,Thriller",6.1,96937.0,"France, USA",37,48
tt1622547,30 Minutes or Less,movie,"Action,Comedy,Crime",6.1,97999.0,USA,45,49
tt3195644,Insidious: Chapter 3,movie,"Horror,Mystery,Thriller",6.1,100166.0,"Canada, UK, USA",57,52
tt1800246,That Awkward Moment,movie,"Comedy,Romance",6.1,100763.0,USA,22,36
tt0889573,The Switch,movie,"Comedy,Drama,Romance",6.1,101904.0,USA,52,52
tt0120184,Sphere,movie,"Action,Mystery,Sci-Fi",6.1,104253.0,USA,11,35
tt2381991,The Huntsman: Winter's War,movie,"Action,Adventure,Drama",6.1,104614.0,"USA, China",20,35
tt0790686,Mirrors,movie,"Horror,Mystery",6.1,105191.0,"USA, Romania, Germany",15,35
tt1524930,Vacation,movie,"Adventure,Comedy",6.1,106116.0,USA,27,34
tt0236493,The Mexican,movie,"Adventure,Comedy,Crime",6.1,106493.0,"USA, Mexico",54,43
tt0116213,Eraser,movie,"Action,Drama,Thriller",6.1,107485.0,USA,40,56
tt0465580,Push,movie,"Action,Sci-Fi,Thriller",6.1,108634.0,"USA, Canada",24,36
tt0295700,Wrong Turn,movie,"Horror,Thriller",6.1,115694.0,"USA, Germany, Canada",40,32
tt0373883,Halloween,movie,Horror,6.1,116166.0,USA,28,47
tt1571234,Mortal Engines,movie,"Action,Adventure,Fantasy",6.1,118937.0,"USA, New Zealand",26,44
tt0096320,Twins,movie,"Comedy,Crime",6.1,119699.0,USA,43,53
tt0251075,Evolution,movie,"Comedy,Sci-Fi",6.1,125574.0,USA,44,40
tt1790886,The Campaign,movie,Comedy,6.1,128245.0,USA,66,50
tt0112642,Casper,movie,"Comedy,Family,Fantasy",6.1,128704.0,USA,51,49
tt2177771,The Monuments Men,movie,"Comedy,Drama,History",6.1,128761.0,"USA, Germany",30,52
tt1915581,Magic Mike,movie,"Comedy,Drama",6.1,135201.0,USA,78,72
tt0335438,Starsky & Hutch,movie,"Comedy,Crime",6.1,143444.0,USA,63,55
tt3393786,Jack Reacher: Never Go Back,movie,"Action,Crime,Thriller",6.1,147402.0,"China, USA",38,47
tt0389790,Bee Movie,movie,"Adventure,Animation,Comedy",6.1,152245.0,"USA, Australia",49,54
tt2231461,Rampage,movie,"Action,Adventure,Sci-Fi",6.1,156272.0,USA,51,45
tt8106534,6 Underground,movie,"Action,Thriller",6.1,156488.0,USA,36,41
tt0963966,The Sorcerer's Apprentice,movie,"Action,Adventure,Family",6.1,157870.0,USA,40,46
tt0988595,27 Dresses,movie,"Comedy,Romance",6.1,159412.0,USA,41,47
tt0115798,The Cable Guy,movie,"Comedy,Drama,Thriller",6.1,159741.0,USA,55,56
tt1129442,Transporter 3,movie,"Action,Crime,Thriller",6.1,162900.0,"France, USA, Ukraine",40,51
tt1033643,What Happens in Vegas,movie,"Comedy,Romance",6.1,170876.0,USA,25,36
tt1216475,Cars 2,movie,"Adventure,Animation,Comedy",6.1,173471.0,USA,39,57
tt2333784,The Expendables 3,movie,"Action,Adventure,Thriller",6.1,176330.0,"USA, France, Germany, Bulgaria",32,35
tt0385752,The Golden Compass,movie,"Adventure,Family,Fantasy",6.1,183899.0,"UK, USA",42,51
tt2557490,A Million Ways to Die in the West,movie,"Comedy,Western",6.1,184005.0,USA,33,44
tt1700841,Sausage Party,movie,"Adventure,Animation,Comedy",6.1,185141.0,"USA, Canada",82,66
