tconst,primaryTitle,titleType,genres,averageRating,numVotes,country,rt_rating,mc_rating
tt0081562,Stir Crazy,movie,"Comedy,Crime",6.8,27058.0,USA,69,56
tt0866437,The Jane Austen Book Club,movie,"Comedy,Drama,Romance",6.8,27084.0,USA,66,61
tt0114660,Things to Do in Denver When You're Dead,movie,"Crime,Drama,Thriller",6.8,27175.0,USA,32,46
tt5929754,Wildlife,movie,Drama,6.8,27418.0,USA,94,80
tt0120094,Selena,movie,"Biography,Drama,Music",6.8,27621.0,USA,67,67
tt0116361,Freeway,movie,"Comedy,Crime,Drama",6.8,27661.0,"USA, France",76,61
tt0101516,Bugsy,movie,"Biography,Crime,Drama",6.8,28031.0,USA,84,80
tt0078908,The Brood,movie,"Horror,Sci-Fi",6.8,28351.0,Canada,85,63
tt0114011,Now and Then,movie,"Comedy,Drama,Romance",6.8,28606.0,USA,33,50
tt0111127,Serial Mom,movie,"Comedy,Crime,Thriller",6.8,28718.0,USA,63,64
tt3833480,The Outpost,movie,"Action,Drama,History",6.8,28959.0,"USA, Bulgaria",92,71
tt1481572,Happythankyoumoreplease,movie,"Comedy,Drama,Romance",6.8,29758.0,USA,42,45
tt0385705,The Football Factory,movie,"Crime,Drama,Sport",6.8,29858.0,"USA, UK",38,
tt0488085,Big Nothing,movie,"Comedy,Crime,Thriller",6.8,30317.0,UK,43,
tt0284978,Cypher,movie,"Mystery,Sci-Fi,Thriller",6.8,30732.0,USA,58,
tt0841044,Two Days in Paris,movie,"Comedy,Drama,Romance",6.8,30886.0,"France, Germany",88,67
tt3172532,The Diary of a Teenage Girl,movie,"Comedy,Drama,Romance",6.8,30925.0,USA,95,87
tt0154421,The Idiots,movie,"Comedy,Drama",6.8,30970.0,"Denmark, Spain, Sweden, France, Netherlands, Italy",71,47
tt5797184,Escape from Pretoria,movie,Thriller,6.8,31215.0,"UK, Australia, USA, South Africa",73,56
tt0421994,Imagine Me & You,movie,"Comedy,Drama,Romance",6.8,31349.0,"UK, Germany",35,49
tt0086984,Body Double,movie,"Crime,Drama,Mystery",6.8,31887.0,USA,76,69
tt7280898,22 July,movie,"Crime,Drama,History",6.8,31931.0,"Norway, Iceland, USA",80,69
tt0380599,Oliver Twist,movie,"Crime,Drama",6.8,32123.0,"France, UK, Czech Republic",,65
tt0198021,Where the Heart Is,movie,"Comedy,Drama,Romance",6.8,33287.0,USA,35,30
tt3504048,Housebound,movie,"Comedy,Horror,Mystery",6.8,33465.0,New Zealand,96,76
tt0485851,The Air I Breathe,movie,"Crime,Drama,Thriller",6.8,33947.0,"USA, Mexico",10,37
tt0444653,Keeping Mum,movie,"Comedy,Crime",6.8,34144.0,"UK, USA, Isle Of Man",57,53
tt1742044,Jersey Boys,movie,"Biography,Drama,Music",6.8,34165.0,USA,51,54
tt5816682,Victoria & Abdul,movie,"Biography,Drama,History",6.8,34428.0,"UK, USA",66,58
tt1179031,Cold in July,movie,"Crime,Thriller",6.8,35211.0,"USA, France",84,73
tt0092718,Can't Buy Me Love,movie,"Comedy,Drama,Romance",6.8,35470.0,USA,50,36
tt1303828,Defendor,movie,"Comedy,Crime,Drama",6.8,36307.0,"Canada, USA, UK",74,57
tt0115988,The Crucible,movie,"Drama,History",6.8,36775.0,USA,69,
tt3361792,Tolkien,movie,"Biography,Drama,Romance",6.8,37226.0,USA,51,48
tt1251757,Middle Men,movie,"Comedy,Crime,Drama",6.8,37263.0,USA,40,60
tt1235189,Wild Target,movie,"Action,Comedy,Crime",6.8,37443.0,"UK, France",33,41
tt0278731,Spider,movie,"Drama,Mystery,Thriller",6.8,38052.0,"Canada, UK, France",85,83
tt0283003,Spun,movie,"Comedy,Crime,Drama",6.8,38085.0,USA,37,41
tt0105275,Romper Stomper,movie,"Crime,Drama",6.8,38719.0,Australia,79,61
tt0097162,Dead Calm,movie,"Horror,Thriller",6.8,39015.0,Australia,83,70
tt0068555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,movie,Comedy,6.8,39228.0,USA,88,66
tt0098273,Sea of Love,movie,"Crime,Drama,Mystery",6.8,39748.0,"USA, Canada",77,66
tt0096787,All Dogs Go to Heaven,movie,"Adventure,Animation,Comedy",6.8,39874.0,"Ireland, UK, USA",44,50
tt0087597,The Last Starfighter,movie,"Action,Adventure,Sci-Fi",6.8,40739.0,USA,76,67
tt0113326,Rumble in the Bronx,movie,"Action,Comedy,Crime",6.8,41067.0,Hong Kong,80,61
tt1571249,The Skeleton Twins,movie,"Comedy,Drama,Romance",6.8,41659.0,USA,86,74
tt5814534,Spies in Disguise,movie,"Action,Adventure,Animation",6.8,43184.0,USA,,54
tt6079516,I See You,movie,"Crime,Drama,Horror",6.8,43713.0,USA,79,65
tt7504726,The Call of the Wild,movie,"Adventure,Drama,Family",6.8,44578.0,"Canada, USA",63,48
tt5541240,To the Bone,movie,Drama,6.8,45222.0,USA,70,64
tt0210070,Ginger Snaps,movie,"Drama,Fantasy,Horror",6.8,45240.0,Canada,89,70
tt7549996,Judy,movie,"Biography,Drama,Romance",6.8,46411.0,"UK, France, USA",82,66
tt0114681,To Die For,movie,"Comedy,Crime,Drama",6.8,46463.0,"USA, UK, Canada",88,86
tt6820256,Arctic,movie,"Adventure,Drama",6.8,47900.0,Iceland,90,71
tt0977855,Fair Game,movie,"Biography,Drama,Thriller",6.8,48198.0,"USA, United Arab Emirates",79,69
tt0123964,Life,movie,"Comedy,Crime,Drama",6.8,48314.0,USA,51,63
tt1869716,The East,movie,"Crime,Drama,Thriller",6.8,49669.0,"UK, USA",76,68
tt0844286,The Brothers Bloom,movie,"Action,Adventure,Comedy",6.8,50109.0,USA,68,55
tt0328589,Under the Tuscan Sun,movie,"Comedy,Drama,Romance",6.8,50275.0,"USA, Italy",62,52
tt3064298,Man Up,movie,"Comedy,Drama,Romance",6.8,50995.0,"UK, France, USA",80,69
tt1767354,Odd Thomas,movie,"Comedy,Fantasy,Horror",6.8,51011.0,"USA, UK",38,45
tt0098621,The War of the Roses,movie,"Comedy,Romance",6.8,51130.0,USA,85,79
tt7374948,Always Be My Maybe,movie,"Comedy,Romance",6.8,51484.0,USA,90,64
tt2771372,Veronica Mars,movie,"Crime,Drama,Mystery",6.8,51642.0,"USA, UK, France, Germany",79,62
tt0375154,Tristan + Isolde,movie,"Action,Drama,Romance",6.8,51672.0,"USA, UK, Germany, Czech Republic",31,49
tt0385887,Motherless Brooklyn,movie,"Crime,Drama,Mystery",6.8,51713.0,USA,64,60
tt0106673,Dave,movie,"Comedy,Romance",6.8,51783.0,USA,95,76
tt0086837,2010: The Year We Make Contact,movie,"Adventure,Mystery,Sci-Fi",6.8,51788.0,USA,66,53
tt0081455,Scanners,movie,"Horror,Sci-Fi,Thriller",6.8,52376.0,Canada,68,60
tt0119223,Great Expectations,movie,"Drama,Romance",6.8,52757.0,USA,37,55
tt3411444,Ferdinand,movie,"Adventure,Animation,Comedy",6.8,53225.0,"USA, Spain",71,58
tt0101587,City Slickers,movie,"Comedy,Western",6.8,53456.0,USA,91,70
tt0115641,Beavis and Butt-Head Do America,movie,"Adventure,Animation,Comedy",6.8,53994.0,USA,71,64
tt4136084,Florence Foster Jenkins,movie,"Biography,Comedy,Drama",6.8,54078.0,"UK, France",88,71
tt0074812,Logan's Run,movie,"Action,Adventure,Sci-Fi",6.8,54399.0,USA,63,53
tt1772264,Stonehearst Asylum,movie,"Drama,Horror,Thriller",6.8,54663.0,USA,55,52
tt0096463,Working Girl,movie,"Comedy,Drama,Romance",6.8,54999.0,USA,84,73
tt0804522,Rendition,movie,"Drama,Thriller",6.8,55249.0,USA,47,55
tt0112346,The American President,movie,"Comedy,Drama,Romance",6.8,55553.0,USA,91,67
tt0443465,Before We Go,movie,"Comedy,Drama,Romance",6.8,55647.0,USA,29,31
tt0787474,The Boxtrolls,movie,"Adventure,Animation,Comedy",6.8,56300.0,USA,78,61
tt0237572,The Pledge,movie,"Crime,Drama,Mystery",6.8,56357.0,USA,78,71
tt0093260,Innerspace,movie,"Action,Adventure,Comedy",6.8,57515.0,USA,82,66
tt2223990,Draft Day,movie,"Drama,Sport",6.8,57630.0,USA,60,54
tt0280609,Dog Soldiers,movie,"Action,Horror,Thriller",6.8,58095.0,"UK, Luxembourg",80,
tt1704573,Bernie,movie,"Biography,Comedy,Crime",6.8,59143.0,USA,88,75
tt4624424,Storks,movie,"Adventure,Animation,Comedy",6.8,59614.0,USA,65,56
tt0116409,The Ghost and the Darkness,movie,"Adventure,Drama,Thriller",6.8,59660.0,"Germany, USA",51,
tt2083383,Trouble with the Curve,movie,"Drama,Sport",6.8,62534.0,USA,51,58
tt1441952,Salmon Fishing in the Yemen,movie,"Comedy,Drama,Romance",6.8,63644.0,UK,67,58
tt0109446,The Client,movie,"Crime,Drama,Mystery",6.8,63901.0,USA,80,65
tt0120686,Stepmom,movie,"Comedy,Drama",6.8,64433.0,USA,46,58
tt2025690,The Finest Hours,movie,"Action,Drama,History",6.8,64706.0,USA,63,58
tt1586752,Machine Gun Preacher,movie,"Action,Biography,Crime",6.8,64994.0,USA,28,43
tt0864835,Mr. Peabody & Sherman,movie,"Adventure,Animation,Comedy",6.8,66510.0,USA,81,59
tt0163988,Bringing Out the Dead,movie,"Drama,Thriller",6.8,66911.0,USA,72,70
tt4003440,The House That Jack Built,movie,"Crime,Drama,Horror",6.8,67339.0,"Denmark, France, Sweden, Germany, Belgium, Tunisia",60,42
tt1226753,The Debt,movie,"Drama,Thriller",6.8,68026.0,"USA, UK, Hungary, Israel",77,65
tt1763303,The First Time,movie,"Comedy,Drama,Romance",6.8,69190.0,USA,47,55
tt1034415,Suspiria,movie,"Drama,Fantasy,Horror",6.8,69791.0,"Italy, USA",65,64
tt0414055,Elizabeth: The Golden Age,movie,"Biography,Drama,History",6.8,69932.0,"UK, France, Germany, USA",35,45
tt0316396,Peter Pan,movie,"Adventure,Family,Fantasy",6.8,69978.0,"UK, Australia, USA, New Zealand",77,64
tt0080749,The Fog,movie,"Horror,Thriller",6.8,70117.0,USA,75,55
tt0841046,Walk Hard: The Dewey Cox Story,movie,"Comedy,Music",6.8,70201.0,USA,74,63
tt0338095,High Tension,movie,Horror,6.8,70323.0,"France, Italy, Romania",41,42
tt0862846,Sunshine Cleaning,movie,"Comedy,Drama",6.8,71220.0,USA,74,61
tt1491044,The Iceman,movie,"Biography,Crime,Drama",6.8,73303.0,USA,66,60
tt0975645,Hitchcock,movie,"Biography,Drama,Romance",6.8,74331.0,"USA, UK",60,55
tt1486834,What If,movie,"Comedy,Romance",6.8,74414.0,"Canada, Ireland",74,59
tt1972571,A Most Wanted Man,movie,"Crime,Drama,Thriller",6.8,74878.0,"UK, USA, Germany",85,73
tt0076666,Saturday Night Fever,movie,"Drama,Music",6.8,76375.0,USA,82,77
tt0116908,The Long Kiss Goodnight,movie,"Action,Crime,Drama",6.8,77023.0,USA,68,44
tt0371257,Stay,movie,"Drama,Mystery,Thriller",6.8,77842.0,USA,27,41
tt0091790,Pretty in Pink,movie,"Comedy,Drama,Romance",6.8,78312.0,USA,73,56
tt5294550,All the Money in the World,movie,"Biography,Crime,Drama",6.8,80927.0,"USA, Italy, UK, China",79,72
tt0092675,Bloodsport,movie,"Action,Biography,Drama",6.8,81332.0,USA,46,29
tt1020530,Eden Lake,movie,"Horror,Thriller",6.8,81352.0,UK,80,65
tt0105812,White Men Can't Jump,movie,"Comedy,Drama,Sport",6.8,81473.0,USA,77,65
tt1781922,No Escape,movie,"Action,Thriller",6.8,83136.0,"USA, Thailand",47,38
tt0328538,Thirteen,movie,Drama,6.8,83906.0,"USA, UK",81,70
tt0086200,Risky Business,movie,"Comedy,Crime,Drama",6.8,85554.0,USA,92,75
tt1456635,Goon,movie,"Comedy,Drama,Sport",6.8,85744.0,"USA, Canada",81,64
tt0498399,We Own the Night,movie,"Action,Crime,Drama",6.8,87221.0,USA,57,59
tt0106220,Addams Family Values,movie,"Comedy,Fantasy",6.8,88086.0,USA,76,61
tt0862856,Trick 'r Treat,movie,"Comedy,Horror",6.8,88416.0,USA,84,
tt0100758,Teenage Mutant Ninja Turtles,movie,"Action,Adventure,Comedy",6.8,89702.0,"USA, Hong Kong",41,51
tt0396555,Meet the Robinsons,movie,"Adventure,Animation,Comedy",6.8,93587.0,USA,67,61
tt4682786,Collateral Beauty,movie,"Drama,Romance",6.8,96630.0,USA,13,23
tt0248667,Ali,movie,"Biography,Drama,Sport",6.8,96642.0,USA,68,65
tt0395584,The Devil's Rejects,movie,"Crime,Horror,Western",6.8,97087.0,"USA, Germany",55,53
tt0120907,eXistenZ,movie,"Mystery,Sci-Fi,Thriller",6.8,97493.0,"UK, France, Canada",74,68
tt0113101,Four Rooms,movie,Comedy,6.8,101891.0,USA,13,
tt0070328,Live and Let Die,movie,"Action,Adventure,Thriller",6.8,103030.0,UK,65,55
tt0081573,Superman II,movie,"Action,Adventure,Sci-Fi",6.8,103693.0,"USA, UK, Canada",82,83
tt0328880,Brother Bear,movie,"Adventure,Animation,Comedy",6.8,103819.0,USA,37,48
tt0102059,Hot Shots!,movie,"Action,Comedy",6.8,104185.0,USA,85,61
tt2139881,Long Shot,movie,"Comedy,Romance",6.8,104480.0,"USA, Canada, Colombia",81,67
tt6394270,Bombshell,movie,"Biography,Drama",6.8,104571.0,"Canada, USA",68,64
tt0365830,Tenacious D in the Pick of Destiny,movie,"Adventure,Comedy,Music",6.8,106208.0,"USA, Germany",52,55
tt1682180,Stoker,movie,"Drama,Mystery,Thriller",6.8,106402.0,"UK, USA",70,58
tt0218967,The Family Man,movie,"Comedy,Drama,Fantasy",6.8,106843.0,USA,53,42
tt1067106,A Christmas Carol,movie,"Adventure,Animation,Comedy",6.8,107796.0,USA,53,55
tt3289956,The Autopsy of Jane Doe,movie,"Horror,Mystery,Thriller",6.8,108540.0,UK,86,65
tt0129290,Patch Adams,movie,"Biography,Comedy,Drama",6.8,110151.0,USA,22,25
tt0421073,Street Kings,movie,"Action,Crime,Thriller",6.8,110730.0,USA,36,55
tt1258197,Exam,movie,"Mystery,Thriller",6.8,110815.0,UK,63,
tt1206543,Out of the Furnace,movie,"Action,Crime,Drama",6.8,112038.0,"UK, USA",53,63
tt5742374,You Were Never Really Here,movie,"Crime,Drama",6.8,112919.0,"UK, USA, France",89,84
tt0084827,TRON,movie,"Action,Adventure,Sci-Fi",6.8,117387.0,USA,72,58
tt0265459,One Hour Photo,movie,"Drama,Thriller",6.8,119628.0,USA,,64
tt0112431,Babe,movie,"Comedy,Drama,Family",6.8,121418.0,"Australia, USA",97,83
tt0227445,The Score,movie,"Action,Crime,Drama",6.8,125369.0,"Germany, Canada, USA",73,71
tt0106918,The Firm,movie,"Drama,Mystery,Thriller",6.8,128002.0,USA,76,58
tt0947810,Green Zone,movie,"Action,Drama,Thriller",6.8,134751.0,"UK, France, Spain, USA",53,63
tt0451079,Horton Hears a Who!,movie,"Adventure,Animation,Comedy",6.8,134977.0,USA,80,71
tt8079248,Yesterday,movie,"Comedy,Fantasy,Music",6.8,139935.0,"UK, China, Japan, USA",64,55
tt7040874,A Simple Favor,movie,"Comedy,Crime,Mystery",6.8,140375.0,"Canada, USA",84,67
tt0430105,Four Brothers,movie,"Action,Crime,Drama",6.8,140619.0,USA,,49
tt0410297,The Lake House,movie,"Drama,Fantasy,Romance",6.8,145361.0,USA,35,52
tt1054606,The Imaginarium of Doctor Parnassus,movie,"Adventure,Comedy,Fantasy",6.8,147169.0,"UK, France, Canada",64,65
tt0120681,From Hell,movie,"Horror,Mystery,Thriller",6.8,151352.0,"USA, Czech Republic, UK",57,54
tt0261392,Jay and Silent Bob Strike Back,movie,Comedy,6.8,151990.0,USA,53,51
tt4520988,Frozen II,movie,"Adventure,Animation,Comedy",6.8,154306.0,USA,77,64
tt1091722,Adventureland,movie,"Comedy,Drama,Romance",6.8,156876.0,USA,89,76
tt0108160,Sleepless in Seattle,movie,"Comedy,Drama,Romance",6.8,168132.0,USA,75,72
tt1277953,Madagascar 3: Europe's Most Wanted,movie,"Adventure,Animation,Comedy",6.8,172105.0,USA,78,60
tt0478304,The Tree of Life,movie,"Drama,Fantasy",6.8,172772.0,USA,84,85
tt0120746,The Mask of Zorro,movie,"Action,Adventure,Comedy",6.8,176579.0,"USA, Mexico, Germany",83,63
tt0084602,Rocky III,movie,"Drama,Sport",6.8,182568.0,"USA, Canada",67,57
tt0139134,Cruel Intentions,movie,"Drama,Romance",6.8,186294.0,USA,54,56
tt1606389,The Vow,movie,"Comedy,Drama,Romance",6.8,189446.0,"USA, Canada",31,43
tt0477080,Unstoppable,movie,"Action,Thriller",6.8,191903.0,USA,87,69
tt0993842,Hanna,movie,"Action,Adventure,Drama",6.8,195075.0,"USA, UK, Germany",71,65
tt0397892,Bolt,movie,"Adventure,Animation,Comedy",6.8,200033.0,USA,89,67
tt0339291,A Series of Unfortunate Events,movie,"Adventure,Comedy,Family",6.8,202782.0,"Germany, USA",72,62
tt2321549,The Babadook,movie,"Drama,Horror,Mystery",6.8,210243.0,"Australia, Canada",98,86
tt3235888,It Follows,movie,"Horror,Mystery,Thriller",6.8,225166.0,USA,96,83
tt0430922,Role Models,movie,Comedy,6.8,225884.0,"Germany, USA",77,61
tt1588173,Warm Bodies,movie,"Comedy,Horror,Romance",6.8,225909.0,"USA, Canada",82,60
tt6105098,The Lion King,movie,"Adventure,Animation,Drama",6.8,228512.0,"USA, UK, South Africa",52,55
tt0486822,Disturbia,movie,"Crime,Drama,Mystery",6.8,229950.0,USA,69,62
tt1922777,Sinister,movie,"Horror,Mystery,Thriller",6.8,236184.0,"USA, UK, Canada",63,53
tt0478087,21,movie,"Crime,Drama,History",6.8,239662.0,USA,36,48
tt1823672,Chappie,movie,"Action,Crime,Drama",6.8,241082.0,"South Africa, USA",32,41
tt0102057,Hook,movie,"Adventure,Comedy,Family",6.8,244190.0,USA,29,52
tt1601913,The Grey,movie,"Action,Adventure,Drama",6.8,247205.0,USA,79,64
tt0803096,Warcraft,movie,"Action,Adventure,Fantasy",6.8,254399.0,"China, Canada, Japan, USA",28,32
tt1401152,Unknown,movie,"Action,Mystery,Thriller",6.8,256314.0,"UK, Germany, France, USA",55,56
tt6857112,Us,movie,"Horror,Mystery,Thriller",6.8,261402.0,"USA, China, Japan",93,81
tt0450385,1408,movie,"Fantasy,Horror,Mystery",6.8,263652.0,USA,80,64
tt0212985,Hannibal,movie,"Crime,Drama,Thriller",6.8,264859.0,"USA, UK, Italy",40,57
tt0438097,Ice Age: The Meltdown,movie,"Adventure,Animation,Comedy",6.8,266751.0,USA,57,60
tt0258000,Panic Room,movie,"Crime,Drama,Thriller",6.8,270491.0,USA,76,65
tt1478338,Bridesmaids,movie,"Comedy,Romance",6.8,281522.0,USA,90,75
tt1598778,Contagion,movie,"Drama,Thriller",6.8,294254.0,"United Arab Emirates, USA",85,70
tt0293662,The Transporter,movie,"Action,Crime,Thriller",6.8,294351.0,"France, USA",54,51
tt1591095,Insidious,movie,"Horror,Mystery,Thriller",6.8,294371.0,"USA, Canada, UK",66,52
tt2798920,Annihilation,movie,"Adventure,Drama,Horror",6.8,301209.0,UK,88,79
tt0399201,The Island,movie,"Action,Sci-Fi,Thriller",6.8,308934.0,USA,39,50
tt0167190,Hellboy,movie,"Action,Fantasy",6.8,316956.0,USA,81,72
tt1104001,TRON: Legacy,movie,"Action,Adventure,Sci-Fi",6.8,324418.0,USA,51,49
tt0104431,Home Alone 2: Lost in New York,movie,"Adventure,Comedy,Crime",6.8,325576.0,USA,35,46
tt0343660,50 First Dates,movie,"Comedy,Drama,Romance",6.8,340626.0,USA,45,48
tt1409024,Men in Black 3,movie,"Action,Adventure,Comedy",6.8,348134.0,"USA, United Arab Emirates",68,58
tt1068680,Yes Man,movie,"Comedy,Romance",6.8,348675.0,"USA, UK",46,46
tt0232500,The Fast and the Furious,movie,"Action,Crime,Thriller",6.8,369798.0,"USA, Germany",54,58
tt0315327,Bruce Almighty,movie,"Comedy,Fantasy",6.8,386135.0,USA,48,46
tt2379713,Spectre,movie,"Action,Adventure,Thriller",6.8,414701.0,"UK, USA, Austria, Mexico, Italy, Morocco",63,60
tt1499658,Horrible Bosses,movie,"Comedy,Crime",6.8,434293.0,USA,69,57
tt1790864,The Maze Runner,movie,"Action,Mystery,Sci-Fi",6.8,440502.0,"USA, UK",65,57
tt0242653,The Matrix Revolutions,movie,"Action,Sci-Fi",6.8,472678.0,USA,34,47
tt4154664,Captain Marvel,movie,"Action,Adventure,Sci-Fi",6.8,498916.0,"USA, Australia",79,64
tt1981115,Thor: The Dark World,movie,"Action,Adventure,Fantasy",6.8,633722.0,USA,66,54
tt0066214,Performance,movie,"Crime,Drama",6.9,10096.0,UK,85,
tt7209510,Glossary of Broken Dreams,movie,"Animation,Comedy,Drama",6.9,10143.0,"Austria, USA",,
tt2404465,Troop Zero,movie,"Comedy,Drama,Family",6.9,10223.0,USA,68,58
tt5699154,C'est la vie!,movie,"Comedy,Drama,Romance",6.9,10270.0,"Belgium, Canada, France",81,
tt0116722,Jude,movie,"Drama,Romance",6.9,10368.0,UK,82,68
tt1291566,The Vanishing of Sidney Hall,movie,"Drama,Mystery,Romance",6.9,10388.0,USA,11,18
tt0104073,Deep Cover,movie,"Action,Crime,Thriller",6.9,10485.0,USA,87,67
tt0107529,Matinee,movie,"Comedy,Drama",6.9,10575.0,USA,92,
tt7158430,Hearts Beat Loud,movie,"Comedy,Drama,Music",6.9,10617.0,USA,92,65
tt0069341,Tales from the Crypt,movie,"Drama,Horror,Mystery",6.9,10875.0,UK,90,
tt10208198,"The Gangster, the Cop, the Devil",movie,"Action,Crime,Drama",6.9,10888.0,"South Korea, USA",97,65
tt1673702,A Cat in Paris,movie,"Adventure,Animation,Comedy",6.9,11052.0,"France, Belgium",83,63
tt1565958,Romantics Anonymous,movie,"Comedy,Romance",6.9,11063.0,"France, Belgium",86,69
tt1483831,Lebanon,movie,"Drama,War",6.9,11401.0,"Israel, France, Germany, UK",90,85
tt3208026,Black '47,movie,"Action,Drama,History",6.9,11429.0,"Ireland, Luxembourg",78,65
tt0787523,Towelhead,movie,Drama,6.9,11622.0,USA,49,57
tt5952594,The Mustang,movie,Drama,6.9,11852.0,"France, Belgium",95,77
tt2070776,Populaire,movie,"Comedy,Romance,Sport",6.9,11915.0,"France, Belgium",73,58
tt0475723,Shinobi: Heart Under Blade,movie,"Action,Drama,Fantasy",6.9,12491.0,Japan,,
tt0069280,Slaughterhouse-Five,movie,"Comedy,Drama,Sci-Fi",6.9,12754.0,USA,82,66
tt5034266,Our Souls at Night,movie,"Drama,Romance",6.9,12824.0,USA,89,69
tt0081974,Absence of Malice,movie,"Drama,Romance,Thriller",6.9,12951.0,USA,81,64
tt0220580,Intacto,movie,"Drama,Fantasy,Romance",6.9,13069.0,Spain,73,59
tt3759416,Asterix and Obelix: Mansion of the Gods,movie,"Adventure,Animation,Comedy",6.9,13083.0,"France, Belgium",71,
tt0374339,Infernal Affairs III,movie,"Action,Crime,Drama",6.9,13088.0,"Hong Kong, China",,
tt0120857,Tea with Mussolini,movie,"Comedy,Drama,War",6.9,13147.0,"Italy, UK",64,53
tt0126250,Cookie's Fortune,movie,"Comedy,Drama",6.9,13186.0,USA,86,70
tt6101820,Perfect Strangers,movie,"Comedy,Drama",6.9,13277.0,"Spain, Italy",81,
tt0068931,The Mechanic,movie,"Action,Crime,Thriller",6.9,13525.0,USA,33,51
tt0981072,The Lucky Ones,movie,"Adventure,Comedy,Drama",6.9,13836.0,USA,37,53
tt2032557,The Reluctant Fundamentalist,movie,"Drama,Thriller",6.9,13908.0,"USA, UK, Qatar",57,54
tt2852458,Stranger by the Lake,movie,"Drama,Romance,Thriller",6.9,14041.0,France,94,82
tt0363780,Lymelife,movie,"Comedy,Drama,Romance",6.9,14126.0,USA,63,64
tt1167660,OSS 117: Lost in Rio,movie,"Action,Adventure,Comedy",6.9,14164.0,France,75,58
tt0120906,Zero Effect,movie,"Comedy,Crime,Drama",6.9,14301.0,USA,64,
tt0124595,Return to Paradise,movie,"Drama,Romance,Thriller",6.9,14317.0,USA,70,54
tt4666726,Christine,movie,"Biography,Drama",6.9,14518.0,"UK, USA",88,72
tt0352520,The Life and Death of Peter Sellers,movie,"Biography,Comedy,Drama",6.9,14781.0,"UK, USA",69,
tt1797504,I Want You,movie,"Drama,Romance",6.9,14885.0,Spain,,
tt0089461,The Last Dragon,movie,"Action,Comedy,Drama",6.9,15033.0,USA,59,58
tt1319718,Little Big Soldier,movie,"Action,Adventure,Comedy",6.9,15053.0,"China, Hong Kong",79,
tt0090350,Year of the Dragon,movie,"Action,Crime,Drama",6.9,15077.0,USA,56,58
tt0119225,Gridlock'd,movie,"Comedy,Crime,Drama",6.9,15319.0,USA,88,
tt0117603,Set It Off,movie,"Action,Crime,Drama",6.9,15473.0,USA,70,62
tt0091445,Lucas,movie,"Comedy,Drama,Romance",6.9,15495.0,USA,73,75
tt3387266,A United Kingdom,movie,"Biography,Drama,History",6.9,15673.0,"Czech Republic, UK, France, USA",84,65
tt0064940,Fellini Satyricon,movie,"Drama,Fantasy,History",6.9,15691.0,"Italy, France",79,
tt7458762,Le chant du loup,movie,"Action,Adventure,Sci-Fi",6.9,15900.0,France,,
tt2844798,White God,movie,"Comedy,Drama,Fantasy",6.9,15930.0,"Hungary, Germany, Sweden",88,80
tt3125324,Beyond the Lights,movie,"Drama,Music,Romance",6.9,16136.0,USA,83,73
tt6062774,Monos,movie,"Adventure,Drama,Thriller",6.9,16137.0,"Colombia, Argentina, Netherlands, Germany, Sweden, Uruguay, USA, Switzerland, Denmark, France",92,78
tt0097443,The Gods Must Be Crazy II,movie,Comedy,6.9,16572.0,"South Africa, Botswana",54,51
tt0118564,Affliction,movie,"Drama,Mystery,Thriller",6.9,16644.0,"USA, Canada, Japan",88,79
tt0120514,Wilde,movie,"Biography,Drama,Romance",6.9,16756.0,"UK, Japan, Germany",72,70
tt0283530,The Emperor's Club,movie,Drama,6.9,16956.0,USA,50,49
tt0079240,The Great Train Robbery,movie,"Adventure,Crime,Drama",6.9,17000.0,UK,74,68
tt0410730,Taxidermia,movie,"Comedy,Drama,Horror",6.9,17173.0,"Hungary, Austria, France",81,83
tt0073747,The Stepford Wives,movie,"Horror,Mystery,Sci-Fi",6.9,17191.0,USA,68,54
tt0070698,Sisters,movie,"Horror,Mystery,Thriller",6.9,17236.0,USA,87,
tt0299117,Roger Dodger,movie,"Comedy,Drama",6.9,17255.0,USA,88,75
tt0348121,Steamboy,movie,"Action,Adventure,Animation",6.9,17278.0,Japan,60,66
tt0091983,Something Wild,movie,"Comedy,Crime,Romance",6.9,17376.0,USA,91,73
tt0195234,Saving Grace,movie,"Comedy,Crime",6.9,18196.0,UK,63,62
tt0406650,The Chumscrubber,movie,"Comedy,Drama",6.9,18448.0,"USA, Germany",37,41
tt0077355,Coma,movie,"Drama,Horror,Mystery",6.9,18523.0,USA,81,60
tt0057261,Lord of the Flies,movie,"Adventure,Drama,Thriller",6.9,18577.0,UK,91,67
tt0166175,East Is East,movie,"Comedy,Drama",6.9,18936.0,UK,78,74
tt0075223,Silver Streak,movie,"Action,Comedy,Crime",6.9,19076.0,USA,81,41
tt0096316,Tucker: The Man and His Dream,movie,"Biography,Comedy,Drama",6.9,19096.0,USA,83,74
tt1533749,Shaolin,movie,"Action,Drama",6.9,19150.0,"Hong Kong, China",74,53
tt0070016,Charlotte's Web,movie,"Adventure,Animation,Drama",6.9,19517.0,USA,77,73
tt0104040,The Cutting Edge,movie,"Comedy,Drama,Romance",6.9,19595.0,USA,57,53
tt5989218,Life Itself,movie,"Drama,Romance",6.9,19904.0,"USA, Spain",13,21
tt0312549,Veronica Guerin,movie,"Biography,Crime,Drama",6.9,19973.0,"Ireland, UK, USA",53,55
