tconst,rt_rating,mc_rating
tt1075417,42,52
tt0139414,47,34
tt0817538,26,41
tt3416828,18,34
tt0300556,13,28
tt1742334,22,41
tt3332064,26,36
tt0369436,25,41
tt0113481,18,36
tt0103786,31,
tt1366344,22,39
tt1586265,23,41
tt1634106,30,44
tt0183523,,34
tt1321511,39,49
tt0116225,53,54
tt0205000,22,30
tt0770752,11,29
tt3522806,30,38
tt1598822,7,22
tt0383216,21,38
tt2679042,8,28
tt0837563,57,57
tt0371606,36,48
tt1017460,75,66
tt1536044,58,53
tt0409182,33,50
tt0277371,30,32
tt1389072,47,63
tt1509767,26,35
tt0115433,41,49
tt1602613,41,37
tt0200550,23,27
tt0329101,41,37
tt3410834,11,33
tt0817230,18,34
tt0822847,15,41
tt4438848,64,58
tt1298649,16,36
tt2024432,19,35
tt0381707,15,41
tt0119345,43,52
tt6565702,22,43
tt1217613,37,37
tt1646987,26,37
tt2094766,18,36
tt2184339,39,41
tt0133152,44,50
tt1959490,76,68
tt0120667,28,40
tt0098519,14,32
tt0472071,42,48
tt2182256,48,34
tt4935418,80,58
tt0192255,55,45
tt1781058,47,49
tt0074559,36,46
tt5941692,21,41
tt0086973,8,22
tt1097013,21,46
tt0101420,67,
tt0118073,56,56
tt1514041,37,
tt2436682,26,42
tt4191054,18,25
tt0119142,14,
tt1540741,49,53
tt7541106,88,56
tt0119196,59,65
tt1132285,,
tt0234354,38,45
tt2085930,,
tt1059836,50,
tt0379976,38,51
tt5254610,69,53
tt0101821,17,38
tt0081617,36,42
tt2524674,91,77
tt0926063,80,
tt1645131,23,41
tt1410051,62,
tt0222812,55,
tt0211938,26,39
tt6251024,,
tt2055765,41,42
tt2376218,9,32
tt0808331,62,69
tt1129445,20,37
tt1313139,31,46
tt5164184,47,59
tt0084809,3,16
tt2417712,41,48
tt7334528,60,57
tt2465146,18,38
tt0331952,43,60
tt8305806,75,61
tt5442456,52,37
tt2234261,29,44
tt0422093,16,36
tt0473188,,
tt2006040,34,31
tt0117002,26,44
tt0149624,32,55
tt0114496,39,62
tt5466186,24,49
tt1698648,23,38
tt6017942,35,35
tt0119053,5,
tt0314786,33,46
tt0892899,,
tt0780608,68,71
tt5960374,62,67
tt1082853,47,50
tt0104438,65,63
tt2366608,31,42
tt0402057,49,53
tt7608418,73,
tt0109890,33,51
tt1610996,87,
tt1663207,68,60
tt2965466,100,
tt0192071,43,52
tt1320291,80,
tt2183034,50,53
tt0189192,33,38
tt0164114,27,42
tt1124039,8,26
tt0106627,24,34
tt0095990,5,45
tt0324127,18,37
tt1950235,81,51
tt0280030,45,49
tt0097737,24,51
tt2625810,76,59
tt2239832,23,38
tt5834760,17,
tt0103924,26,39
tt0951216,22,41
tt0408524,,65
tt1092633,27,39
tt5666304,78,69
tt1131724,20,
tt4181052,16,36
tt0964587,31,39
tt0117608,31,47
tt0403217,58,67
tt0214388,60,
tt0486051,46,52
tt0120524,25,
tt2279339,18,31
tt1621039,20,38
tt1640548,74,70
tt2040560,67,54
tt0282687,28,31
tt2126357,44,46
tt0120004,92,55
tt1929263,51,47
tt0293815,26,35
tt0384286,23,39
tt1412528,25,40
tt0099005,13,33
tt0099739,36,41
tt0436331,,68
tt4357394,25,43
tt0117894,14,33
tt5719700,32,41
tt4827558,82,77
tt0120577,15,33
tt0078723,44,34
tt0120595,65,68
tt0114576,50,
tt0999913,43,45
tt1620981,45,46
tt0221218,21,34
tt1612774,68,59
tt0267891,40,46
tt1535616,26,28
tt8201170,67,
tt1496422,45,45
tt0115783,8,30
tt0429589,62,59
tt1758795,56,61
tt0184858,26,37
tt0104187,15,25
tt1186370,22,43
tt0779982,72,62
tt2515034,16,39
tt4520364,37,48
tt0295721,,
tt0278435,22,25
tt1067774,40,43
tt0875034,39,49
tt0306685,26,36
tt0450405,38,43
tt1073105,51,
tt8368406,72,64
tt0095271,31,34
tt3201640,32,40
tt1414382,19,28
tt0093692,32,40
tt0078935,65,22
tt2461150,34,47
tt0089822,29,39
tt1374989,46,45
tt3203616,10,23
tt0102070,33,17
tt0408345,18,45
tt0116669,17,31
tt2105044,56,54
tt4765284,28,40
tt0286788,36,41
tt1197628,51,54
tt0356618,31,43
tt0080453,8,31
tt2106361,21,44
tt0420294,14,30
tt0090859,18,25
tt0120694,52,52
tt3717252,21,23
tt5774060,47,48
tt1711425,27,34
tt3348730,31,39
tt0120828,37,51
tt0077766,61,51
tt0368933,26,43
tt0114508,43,49
tt0839980,22,47
tt0455967,27,41
tt0100502,29,42
tt0457510,40,52
tt1506999,80,67
tt0821640,28,34
tt0408839,29,46
tt1778304,66,59
tt0879870,36,50
tt1397514,45,41
tt0780653,34,43
tt0146675,11,33
tt0348836,15,38
tt1622979,62,50
tt1854564,42,39
tt0113855,45,60
tt5758778,48,51
tt0486946,14,27
tt0373051,61,57
tt1132626,13,20
tt0480687,33,45
tt0095956,39,36
tt0164052,26,24
tt0452594,34,45
tt1034032,30,27
tt0414982,44,41
tt0280590,22,24
tt0889583,67,54
tt0990407,44,39
tt1220634,21,37
tt0359013,25,38
tt0311429,17,30
tt1583421,29,41
tt0146316,20,33
tt1046173,33,32
tt1291150,21,31
tt1440129,34,41
tt0800320,27,39
tt1951261,20,30
tt1190080,39,49
tt1050160,63,
tt0119336,58,
tt0116493,48,
tt0102303,22,54
tt6610158,85,59
tt0365265,,
tt0111201,74,64
tt0104647,28,
tt0101846,40,48
tt0103747,47,
tt0497972,27,24
tt1741243,18,26
tt1447972,78,
tt0097967,50,53
tt0494834,7,39
tt0878695,100,
tt6428676,34,45
tt1183732,82,
tt0402158,,
tt1477855,37,55
tt1817771,,
tt0101453,36,
tt0086859,64,42
tt1643222,,
tt0111001,39,
tt0097390,36,
tt0096094,41,41
tt6556890,50,
tt1183251,7,35
tt0906108,48,54
tt0088024,45,50
tt0218553,0,
tt0082427,67,56
tt0101545,39,41
tt9024106,42,10
tt0357111,,
tt0235679,,
tt8178486,49,51
tt2517658,72,55
tt0104265,56,40
tt11390036,,34
tt1922685,25,40
tt1407061,46,51
tt0096073,15,
tt0816436,80,
tt0144715,45,57
tt0111477,5,31
tt0088117,44,31
tt0278295,30,34
tt0107953,55,47
tt3628584,90,67
tt10314450,71,54
tt0089003,11,18
tt0448075,40,51
tt1183276,45,
tt0090094,71,
tt4131496,85,64
tt0071455,48,56
tt0104114,13,45
tt0098645,27,44
tt0176783,29,31
tt0109370,13,
tt3467412,18,46
tt3707104,17,40
tt0271946,29,
tt2345567,56,49
tt3708886,62,50
tt2039345,79,61
tt4935334,81,58
tt6533240,14,31
tt2788716,72,69
tt0113552,68,72
tt0134067,59,
tt0865559,10,34
tt0091306,27,52
tt1362058,76,52
tt0108186,21,33
tt0479500,49,53
tt1735485,100,
tt0338216,28,49
tt0109402,40,
tt2309021,86,71
tt0078087,69,71
tt0417433,10,37
tt3286052,74,68
tt0101635,13,
tt0120753,25,25
tt1542768,0,37
tt2140037,42,49
tt0113442,8,45
tt0118755,74,
tt0070948,47,46
tt1666185,18,38
tt2393845,16,30
tt0323033,18,38
tt3623726,64,54
tt0791304,18,25
tt4504044,42,45
tt0765446,35,35
tt0100514,29,41
tt0499554,34,47
tt0361696,15,33
tt0101775,11,25
tt0106950,38,48
tt1595656,47,58
tt0462519,26,44
tt0209077,46,
tt1646980,21,37
tt8361028,93,71
tt0093493,20,21
tt0417001,37,46
tt0074751,,61
tt0473360,39,
tt2326612,29,36
tt0804516,35,37
tt0238112,28,36
tt0062711,74,51
tt4255304,,62
tt0303933,82,63
tt0279493,78,69
tt5001754,77,61
tt0120696,31,36
tt0241760,7,24
tt0485985,40,46
tt1458169,35,44
tt0449487,19,40
tt0130121,45,49
tt0099892,66,45
tt0838247,25,36
tt0337697,28,47
tt0239948,19,22
tt1658837,43,52
tt0099044,21,23
tt0112896,11,
tt0108238,17,36
tt0372237,41,49
tt0763831,0,26
tt1402488,45,50
tt1838544,12,36
tt1046163,14,34
tt0364751,14,29
tt0105104,24,50
tt0116277,37,32
tt1068242,68,58
tt0099253,40,37
tt0377981,55,53
tt0881320,30,42
tt2869728,14,32
tt0266489,35,50
tt0073650,69,
tt0111438,42,48
tt0431021,39,45
tt0491152,15,36
tt0190865,48,48
tt2387499,19,34
tt0492044,17,33
tt0450314,29,30
tt0421054,,36
tt2452244,70,60
tt8350360,64,53
tt0866439,16,37
tt0116040,26,
tt0790628,38,44
tt1082868,56,53
tt0963794,49,44
tt1711525,40,42
tt0411061,5,17
tt0378109,21,45
tt0483607,51,51
tt0477071,8,29
tt1336608,43,47
tt1220198,18,34
tt1093908,27,38
tt0427392,19,45
tt0087078,24,53
tt0097778,54,51
tt0469641,66,66
tt0094889,9,12
tt0289848,27,37
tt0356470,12,25
tt0327437,32,49
tt0443701,32,47
tt0267804,13,25
tt0160862,42,51
tt1034314,40,
tt0349205,24,46
tt0427152,42,56
tt3717490,51,44
tt1517260,10,35
tt0355295,38,51
tt1860213,10,21
tt0216216,40,49
tt2034800,35,42
tt0149261,59,54
tt0164912,67,61
tt1538403,13,33
tt0256380,50,48
tt2180411,71,69
tt1939659,50,53
tt0391198,40,49
tt0762107,14,37
tt0890870,19,36
tt3300542,27,28
tt1611224,34,42
tt0450278,59,55
tt0295701,49,48
tt0814255,49,47
tt0322259,36,38
tt0163025,49,42
tt1386697,26,40
tt1220214,78,58
tt0090930,67,
tt0119784,33,36
tt0085346,29,33
tt0114885,61,
tt1465533,,
tt0091396,44,57
tt0104926,12,
tt2429074,80,56
tt9139586,47,55
tt0081184,65,64
tt0080354,83,62
tt0089208,36,56
tt0083642,42,40
tt2505294,,
tt0095488,68,61
tt0338077,8,30
tt2784936,29,43
tt4266076,87,50
tt6745550,,
tt0117496,,
tt0286306,25,
tt3702996,,
tt0187696,58,33
tt3793788,,
tt0117774,42,
tt0132512,32,40
tt0412798,29,
tt8442644,,
tt2503154,78,48
tt1602472,66,61
tt1534085,61,49
tt0116552,56,
tt1034385,48,
tt0115862,15,45
tt1931602,19,35
tt0088414,33,55
tt0099740,50,41
tt0137338,30,33
tt4795124,39,54
tt0118301,15,27
tt2043933,86,75
tt0082250,,11
tt4823776,67,65
tt6811018,90,66
tt0244000,14,25
tt0092240,36,39
tt1996264,57,55
tt0098577,61,30
tt11388406,71,61
tt8816194,86,64
tt0106664,59,53
tt0117628,62,53
tt3608930,77,64
tt0110213,80,63
tt2980706,45,48
tt0466839,64,
tt1172571,,
tt0095897,37,31
tt0085154,63,62
tt6205872,74,56
tt1010271,67,
tt8485364,71,
tt4411596,76,63
tt0106452,70,65
tt3672840,35,41
tt0120772,53,51
tt5670152,27,37
tt2793490,74,49
tt1296898,5,26
tt1220888,42,49
tt0757361,52,66
tt2398241,40,40
tt0337103,,
tt2944198,92,62
tt1763264,48,26
tt0318974,,47
tt2368553,25,24
tt0443559,29,
tt0780607,59,63
tt0314063,43,
tt0100114,27,49
tt1023500,48,
tt0092666,24,49
tt3171832,69,50
tt0089017,84,71
tt2717860,67,54
tt0465502,39,40
tt1714208,73,58
tt0160916,26,37
tt9072352,92,77
tt0100135,30,34
tt0104850,26,48
tt3014284,56,55
tt0956038,30,39
tt0454987,13,27
tt0078869,41,52
tt0452624,34,49
tt0395495,22,43
tt1047540,18,36
tt0396652,52,55
tt0083943,38,44
tt6987770,51,46
tt2139555,14,30
tt0338096,23,39
tt0113419,71,58
tt7605074,69,57
tt0120797,48,47
tt3387648,91,
tt3760922,27,37
tt1598642,78,68
tt0094602,47,45
tt4761916,60,53
tt2639336,60,54
tt0379865,52,56
tt0964539,48,55
tt0268397,74,65
tt0097637,30,44
tt0092925,50,62
tt2626350,42,45
tt1112782,20,
tt9354842,76,54
tt0093148,45,42
tt0410377,52,55
tt0344854,22,39
tt0068833,62,68
tt0350028,25,38
tt1563742,23,42
tt2450186,71,49
tt0091635,61,50
tt0133385,,
tt1086064,82,65
tt1727770,20,31
tt0091080,50,30
tt0099141,27,36
tt0871426,63,55
tt4758646,47,56
tt0493405,19,28
tt0806203,66,
tt0233142,14,21
tt0120434,16,20
tt0119675,64,55
tt0087298,19,33
tt3118452,57,
tt0443473,15,23
tt2279373,81,62
tt5968394,43,54
tt0762125,23,39
tt2463288,15,25
tt0103060,35,45
tt0091129,22,37
tt0245686,9,20
tt1976009,100,36
tt0119874,44,43
tt10059518,48,40
tt1185834,18,35
tt0805570,73,58
tt0113957,42,51
tt1850457,60,58
tt1462041,6,35
tt5657846,21,30
tt0107211,34,35
tt0113071,43,57
tt0811080,41,37
tt0106965,71,79
tt0162650,67,50
tt3799232,15,
tt0119173,51,62
tt0120832,40,52
tt7550000,61,51
tt0346156,70,64
tt0382077,13,35
tt1294226,20,33
tt3882082,30,42
tt0105698,34,35
tt2823054,38,51
tt1034331,18,36
tt0118928,28,43
tt3949660,37,40
tt0960731,27,33
tt1396218,47,53
tt1161864,21,38
tt0318649,38,41
tt4094724,55,55
tt2357129,28,44
tt0386140,27,47
tt1618442,17,34
tt0230030,50,49
tt1233227,40,30
tt0384806,23,33
tt0317198,27,44
tt0430357,47,66
tt1618434,45,38
tt0268695,28,42
tt2561572,28,34
tt0343135,27,44
tt2203939,26,39
tt0257076,48,45
tt1267297,58,47
tt1528100,30,52
tt1253864,49,46
tt3741700,42,48
tt4776998,51,49
tt0307453,35,48
tt2446042,13,26
tt1078912,44,42
tt1243957,20,37
tt0978764,22,33
tt1375670,11,30
tt0463985,38,45
tt0348150,74,72
tt1055369,20,35
tt1555093,21,
tt0082748,46,68
tt0094057,62,
tt0094008,65,55
tt0110363,33,57
tt8430598,87,76
tt0445935,,
tt0937237,45,52
tt0091188,43,49
tt4180560,26,38
tt0902290,72,62
tt0082951,67,45
tt0325596,43,
tt1525890,38,
tt0075265,35,59
tt0120769,64,57
tt0109327,13,
tt2920808,36,51
tt0099817,33,
tt0371552,86,
tt0115693,48,
tt0080472,75,66
tt1990181,44,38
tt0093793,75,61
tt0256103,66,69
tt3859304,37,44
tt6433880,77,63
tt6474040,70,54
tt0454084,25,
tt1661820,36,44
tt0465430,72,
tt11750282,63,
tt0097758,44,
tt1634136,22,43
tt7074886,58,61
tt0069895,69,63
tt0184526,,
tt0104695,64,
tt0395119,17,
tt0092214,26,41
tt8949056,93,71
tt0405821,70,
tt0458367,69,57
tt0080520,,66
tt0107840,34,51
tt2061712,,
tt3479316,,
tt0273435,55,62
tt0108526,38,
tt1975249,,
tt0098663,29,23
tt0087910,50,44
tt3450900,17,23
tt0365847,20,
tt0105217,59,42
tt0100530,68,67
tt0112887,49,48
tt0101787,23,
tt0095583,53,40
tt0120820,6,36
tt0376479,23,43
tt0422272,,
tt1107860,,
tt0107426,65,
tt0118966,19,
tt0093075,60,55
tt2674454,49,44
tt3844362,82,65
tt0095655,,
tt0113690,58,
tt1436568,,
tt0078721,68,68
tt0893402,57,
tt1067765,56,61
tt0464041,60,
tt0102915,33,
tt0910905,58,
tt2383068,63,49
tt0142192,48,56
tt1027862,38,47
tt1046997,33,37
tt0302674,61,54
tt0144640,28,36
tt2652118,20,47
tt0279778,44,48
tt0310357,64,61
tt0381940,,
tt0857190,46,48
tt0110678,53,
tt0102005,25,36
tt0077594,46,36
tt3111426,75,67
tt2917388,19,33
tt6587640,71,51
tt7170950,46,52
tt0097366,37,40
tt0184791,64,53
tt4701724,80,68
tt0804463,25,42
tt1018765,37,53
tt0112572,63,54
tt0210234,,28
tt0097481,25,16
tt1984153,85,
tt1231586,35,44
tt1424310,25,29
tt0439289,31,52
tt0110763,21,
tt0098625,47,48
tt0104839,17,43
tt0858479,50,57
tt0102614,23,38
tt1263750,40,
tt0211465,21,30
tt1826590,69,62
tt0069089,82,47
tt0108171,38,45
tt8851668,65,59
tt9354944,19,39
tt0104452,36,52
tt0118556,55,49
tt0092796,29,39
tt8954732,67,
tt0111143,34,50
tt0269095,48,50
tt0120901,19,
tt1715873,60,61
tt0188453,59,51
tt1767372,45,45
tt0859635,21,41
tt0244970,42,32
tt0119313,27,42
tt0107843,52,53
tt2235108,91,79
tt0107985,35,53
tt6857166,54,53
tt7547410,85,63
tt0488604,17,
tt3721964,40,46
tt0218817,24,31
tt9398640,75,59
tt3276924,29,37
tt3289728,36,43
tt0120609,43,31
tt0119731,32,47
tt0203755,33,46
tt1645155,28,34
tt0096244,50,62
tt2317225,79,52
tt1415283,75,52
tt0087262,37,50
tt0117108,45,
tt0068408,50,49
tt1372686,92,79
tt0085811,,45
tt1684233,48,49
tt0954947,55,53
tt1179069,4,28
tt0090887,50,52
tt0470705,62,62
tt0471041,,
tt0119141,34,37
tt2097307,48,50
tt0118956,30,
tt1031280,74,58
tt0124819,47,48
tt2103217,53,47
tt0113041,52,49
tt1234654,76,76
tt0420238,57,53
tt6259380,80,48
tt2016940,71,52
tt0259288,7,25
tt0896798,17,49
tt4714782,81,77
tt0800240,11,31
tt0360139,,46
tt0109520,21,
tt7347846,74,64
tt0337692,45,56
tt5397194,36,54
tt1233301,42,42
tt0798817,8,29
tt0219854,49,45
tt1720616,67,55
tt0131369,64,48
tt2980210,70,58
tt1083456,24,31
tt0085382,62,57
tt5177088,38,43
tt0065462,37,46
tt1640459,66,55
tt0358135,47,47
tt0269347,29,40
tt0266465,11,36
tt2333804,48,50
tt1225822,62,61
tt0191754,33,46
tt1748227,38,38
tt1082807,55,44
tt0109635,60,58
tt0109068,29,46
tt0443632,35,49
tt0179626,32,34
tt0090142,42,25
tt0947802,44,47
tt5834262,57,58
tt0094137,67,61
tt0377062,30,47
tt1024255,41,
tt3774694,40,51
tt0089370,46,53
tt0120157,13,
tt0218922,12,33
tt1703199,67,33
tt1971325,31,37
tt0120877,42,42
tt2265398,84,71
tt0862467,74,61
tt0099422,64,68
tt0258153,51,49
tt0492956,29,44
tt0082418,27,26
tt2910814,61,54
tt0132347,61,65
tt1583420,37,41
tt0245562,33,51
tt0095963,68,61
tt2039393,43,55
tt0165929,32,52
tt1323045,63,43
tt0119925,8,29
tt0970452,66,48
tt0120749,21,37
tt6663582,49,52
tt4560436,23,38
tt0494238,39,49
tt0770703,23,35
tt8364368,84,60
tt0251736,20,31
tt0099371,38,60
tt0091326,44,55
tt1292566,46,51
tt0151738,55,60
tt3316948,44,50
tt7752126,57,44
tt1206885,,26
tt0400717,48,49
tt0204946,64,52
tt0115759,54,61
tt1592525,37,48
tt1622547,45,49
tt3195644,57,52
tt1800246,22,36
tt0889573,52,52
tt0120184,11,35
tt2381991,20,35
tt0790686,15,35
tt1524930,27,34
tt0236493,54,43
tt0116213,40,56
tt0465580,24,36
tt0295700,40,32
tt0373883,28,47
tt1571234,26,44
tt0096320,43,53
tt0251075,44,40
tt1790886,66,50
tt0112642,51,49
tt2177771,30,52
tt1915581,78,72
tt0335438,63,55
tt3393786,38,47
tt0389790,49,54
tt2231461,51,45
tt8106534,36,41
tt0963966,40,46
tt0988595,41,47
tt0115798,55,56
tt1129442,40,51
tt1033643,25,36
tt1216475,39,57
tt2333784,32,35
tt0385752,42,51
tt2557490,33,44
tt1700841,82,66
tt1428538,17,23
tt0246460,56,56
tt7713068,79,60
tt1234721,48,52
tt2126355,48,43
tt0338526,,35
tt1735898,49,57
tt0413267,41,58
tt0489099,15,35
tt0120755,,59
tt0974015,39,45
tt0367882,78,65
tt0099611,57,
tt0094933,60,
tt0059903,28,
tt5208216,68,71
tt0075809,28,21
tt2933544,46,55
tt2315582,76,62
tt0119227,55,
tt0065466,76,60
tt6523720,85,70
tt2495118,67,55
tt1179258,50,63
tt1188113,,
tt0466856,62,63
tt0111323,32,41
tt8333746,83,65
tt1657299,23,42
tt0102517,33,45
tt0098471,14,40
tt1161418,20,28
tt0117364,46,60
tt6367558,70,70
tt0095652,56,71
tt0120882,,
tt0443496,47,61
tt0092546,65,42
tt10276470,85,58
tt6378710,85,63
tt0267129,,
tt0075925,45,41
tt2458106,100,
tt0213203,76,62
tt0368222,52,55
tt5225338,78,63
tt0096426,60,41
tt0407621,46,52
tt1770734,84,71
tt0119594,60,
tt3100274,35,44
tt0105466,47,41
tt0109305,37,54
tt2090465,40,43
tt0481797,33,43
tt0097289,47,
tt8510488,38,
tt0100828,65,56
tt6866224,58,58
tt2315596,72,57
tt0106941,37,42
tt0105459,,26
tt0082966,45,
tt0452643,20,
tt0118055,31,
tt1570989,80,72
tt0076221,48,61
tt0092272,44,51
tt3908142,95,82
tt0206917,35,40
tt0906665,56,55
tt0093624,36,
tt1833844,85,80
tt1700844,80,82
tt0090583,61,70
tt0173716,52,57
tt6017756,63,56
tt0392878,,
tt1018818,50,
tt0116260,,
tt0090655,,49
tt7711170,25,70
tt2331047,25,48
tt4805316,90,71
tt2535470,82,54
tt0414951,22,29
tt0098622,53,44
tt1680045,20,43
tt3471098,86,76
tt0109951,56,46
tt0095593,90,71
tt1194417,39,51
tt0102789,74,49
tt0097457,60,49
tt0819714,37,39
tt0149691,64,59
tt0110971,12,44
tt0366292,44,54
tt0065112,69,
tt0083624,76,77
tt0100485,33,35
tt0090966,79,82
tt2291540,86,68
tt7149730,29,
tt2390237,54,52
tt0080377,20,51
tt1337057,,
tt0116259,56,
tt0913445,35,39
tt2004432,50,44
tt0119791,27,40
tt0339135,,
tt0144168,71,65
tt1181795,17,28
tt0790623,20,30
tt1320239,32,46
tt0491203,10,38
tt0115907,56,
tt8075260,83,63
tt0083722,62,61
tt0345061,51,57
tt4703048,63,36
tt0079540,72,60
tt0107473,77,71
tt0768212,55,59
tt1349451,34,40
tt0108185,62,
tt1486190,65,64
tt1995390,72,57
tt0276816,65,55
tt1356864,53,48
tt2513074,43,53
tt0095188,62,50
tt2218003,43,50
tt3321300,63,47
tt0083630,50,18
tt3289724,34,40
tt0095925,65,47
tt0160399,24,33
tt0280380,17,42
tt0116130,11,39
tt0400525,,62
tt0099699,61,58
tt0004972,93,
tt2258345,54,58
tt0489235,38,36
tt0405676,,37
tt0089489,55,50
tt0110099,43,66
tt9016974,79,64
tt0081375,83,59
tt0091223,57,44
tt4218696,65,57
tt0814685,55,44
tt2402105,57,55
tt0117786,43,
tt0072856,81,58
tt3503406,34,46
tt5825380,32,45
tt0090190,70,42
tt7137380,74,62
tt0120008,38,42
tt1018785,66,63
tt2479800,68,69
tt1422136,75,
tt0236784,76,66
tt0119695,16,
tt2071550,22,33
tt0479528,89,
tt0109303,38,
tt0785035,49,47
tt1976000,79,66
tt1456941,64,54
tt0109127,32,44
tt0281322,48,58
tt4547194,78,74
tt0077869,52,
tt0364343,,43
tt0483726,21,39
tt2103267,33,37
tt0115571,66,56
tt0171580,83,69
tt0100029,35,41
tt0280665,49,59
tt0435670,20,36
tt0101745,68,56
tt0337876,39,50
tt0095444,76,43
tt3564472,92,71
tt0263757,13,33
tt0139462,32,39
tt3787590,39,46
tt1031969,41,53
tt0078767,30,28
tt0195945,21,41
tt5862312,,
tt2172584,61,67
tt1426329,53,51
tt7772580,71,60
tt0387514,50,58
tt0084522,34,40
tt2493486,16,27
tt0138510,15,31
tt5073642,86,70
tt1698641,62,54
tt0490086,11,
tt1053810,42,53
tt2402101,23,39
tt3174376,66,68
tt0332047,65,56
tt0457419,39,48
tt7734218,42,42
tt0240468,13,14
tt0120032,73,59
tt0116287,45,51
tt1214962,28,38
tt0242527,53,
tt0808399,37,49
tt1196141,54,56
tt8110640,95,48
tt1213648,38,52
tt0107659,18,30
tt0815244,35,45
tt0109190,19,
tt0107076,58,63
tt0273923,47,48
tt0891527,27,47
tt0880578,16,32
tt1135487,65,69
tt0372532,11,32
tt0085549,35,39
tt0083530,42,48
tt0375173,48,49
tt0125022,54,47
tt1837709,13,31
tt0111742,63,
tt0264935,,50
tt1193631,46,45
tt0489237,,46
tt4361050,83,65
tt6214928,91,70
tt0120770,9,26
tt0206275,,53
tt1748179,30,36
tt1135084,28,45
tt4680182,81,70
tt0089670,34,47
tt0453556,34,41
tt0118972,35,53
tt5719748,68,57
tt0873886,61,50
tt0300051,43,43
tt0086006,70,68
tt0120053,30,50
tt0145531,22,28
tt3850590,66,49
tt8155288,71,57
tt1034389,39,55
tt0098536,50,36
tt6921996,37,39
tt1893256,49,43
tt3387520,77,61
tt0416315,54,54
tt0462465,35,40
tt2377322,29,40
tt2531344,84,69
tt1961175,34,45
tt1235522,28,49
tt0108525,60,60
tt8629748,37,49
tt0307479,66,65
tt0795351,21,25
tt0405325,73,62
tt1297919,48,
tt1023481,28,50
tt1559547,47,52
tt2870612,27,39
tt0364045,22,38
tt0499556,,36
tt4695012,87,78
tt1974419,58,51
tt0455760,21,34
tt2172934,28,40
tt0418819,74,71
tt0138524,76,71
tt0122718,48,
tt1195478,64,62
tt3381008,36,44
tt0452702,55,54
tt0406375,76,67
tt3622592,58,56
tt1027718,55,59
tt2567026,28,34
tt0376136,51,56
tt0335245,54,56
tt0300471,66,58
tt4501244,39,39
tt0367959,16,35
tt0256415,39,45
tt1408253,18,41
tt0433400,42,47
tt0313737,42,42
tt1528854,30,42
tt2692250,47,47
tt1904996,40,42
tt4651520,58,60
tt0263488,46,49
tt3567288,68,55
tt0482606,48,47
tt0905372,34,49
tt1205537,54,57
tt1234548,51,54
tt0253556,42,39
tt0322330,88,70
tt3152624,84,75
tt1758830,51,59
tt1351685,52,51
tt1262416,61,52
tt0324216,38,38
tt0471042,67,59
tt1764234,74,64
tt1314655,49,44
tt0369441,29,47
tt0099938,51,61
tt1121931,64,41
tt0274166,33,51
tt0435705,28,42
tt0120484,33,41
tt0309593,48,38
tt0293564,17,44
tt6450804,70,54
tt0442933,71,59
tt0120082,81,63
tt3062096,23,42
tt0918940,35,44
tt0120647,45,40
tt1155076,66,61
tt2023587,63,57
tt0337563,65,57
tt0489270,29,48
tt0114898,45,56
tt0432021,25,41
tt0318627,19,35
tt0295178,53,62
tt0305224,42,52
tt1411238,48,50
tt2209764,19,42
tt0170016,49,46
tt2908446,28,42
tt0448011,34,41
tt0118583,54,63
tt0175142,52,48
tt1386703,31,43
tt1077368,35,55
tt4881806,47,51
tt1253863,45,48
tt0213149,24,44
tt0120912,39,49
tt1399103,35,42
tt0413300,63,59
tt0023694,86,
tt1456661,47,49
tt0375735,59,61
tt0158493,16,36
tt0325055,36,56
tt1667321,68,62
tt0092906,60,55
tt6902696,,79
tt1336006,58,57
tt2115295,78,69
tt2481480,81,63
tt5843876,59,57
tt0119311,43,50
tt2271563,42,55
tt0317132,55,54
tt0113347,63,
tt2330322,88,
tt1270842,74,58
tt2707858,44,51
tt4799064,92,70
tt0492619,54,63
tt0105636,71,
tt2375574,86,73
tt3729920,66,57
tt0089961,20,
tt0068612,59,54
tt0323120,,
tt0323939,67,40
tt0091159,33,48
tt0076054,70,51
tt1581835,68,57
tt4501454,85,68
tt5776208,43,
tt1536048,12,37
tt0088979,53,
tt0111418,28,
tt0099762,65,62
tt0256276,64,52
tt0112744,75,46
tt1386691,60,
tt6857988,80,
tt3991412,39,41
tt0815178,24,38
tt0976222,82,66
tt4303340,93,54
tt1032819,25,
tt0470765,52,68
tt0077588,77,64
tt1791614,32,41
tt1609479,22,40
tt0109936,32,
tt0094631,53,45
tt0090098,17,38
tt0099180,37,54
tt4693358,,
tt3517870,90,65
tt6097798,93,
tt0320244,29,36
tt6408226,71,50
tt0279111,8,30
tt0105699,74,61
tt0120800,45,
tt7390588,79,59
tt1294213,78,69
tt0087175,78,63
tt0077369,47,47
tt5195412,72,62
tt9076562,40,47
tt0092605,70,53
tt0104549,37,48
tt3508840,80,80
tt5688996,81,62
tt0100740,43,54
tt2262315,33,32
tt0117107,31,
tt0081318,46,
tt1104733,62,54
tt3705412,88,65
tt1434435,42,34
tt0119994,30,
tt0364955,35,54
tt0088272,85,61
tt0409345,55,31
tt0253798,8,22
tt0054033,92,
tt0076590,76,56
tt0236640,28,
tt1555064,22,45
tt1525366,70,62
tt0808276,,
tt0264508,69,
