tconst,rt_rating,mc_rating
tt5097410,54,48
tt0158811,63,53
tt1032825,39,37
tt4682788,31,42
tt3137630,59,54
tt0095519,24,36
tt2509850,66,51
tt0119592,36,45
tt8096832,65,48
tt0404254,,
tt0100212,68,35
tt1135092,43,41
tt1985019,32,42
tt9000224,92,79
tt1598873,53,
tt0082782,58,46
tt4733640,74,63
tt1179025,85,
tt0816556,96,
tt1869347,58,59
tt2582576,47,45
tt0469263,58,55
tt2309961,83,56
tt2011311,17,30
tt0069945,78,66
tt0338427,61,62
tt0460792,49,64
tt3335606,76,70
tt2023453,52,54
tt2172985,44,53
tt0107665,31,43
tt0088889,70,70
tt0080365,69,57
tt0108473,49,49
tt1959332,62,46
tt1487118,77,42
tt5121816,,
tt6535880,69,69
tt7946422,89,68
tt1032751,32,45
tt6436726,72,58
tt0077523,39,41
tt0120533,40,41
tt3231054,53,51
tt0963743,73,
tt0117979,85,64
tt2343793,25,38
tt0095690,78,60
tt1440161,4,14
tt0308383,42,57
tt0086320,79,58
tt0313792,40,43
tt0303714,83,66
tt0426459,57,43
tt0077394,46,45
tt0101757,,35
tt3813310,81,66
tt5155780,46,54
tt2872518,21,32
tt0077681,67,64
tt1734493,26,46
tt10620868,,
tt0810988,65,52
tt0067065,77,69
tt4815122,62,46
tt0110443,29,34
tt0181739,56,57
tt1336617,80,74
tt0082136,29,28
tt0116250,64,45
tt0375568,50,53
tt2059171,65,44
tt0094142,64,56
tt0375920,33,44
tt1477837,86,70
tt0086927,54,56
tt1667310,34,52
tt0115697,28,
tt0114319,63,56
tt0266452,43,38
tt0413895,78,68
tt0482527,67,
tt0309530,60,52
tt0113972,31,
tt3860916,60,65
tt2368619,48,48
tt0190641,16,35
tt1535438,75,65
tt0202470,,54
tt2318092,16,30
tt1421051,70,67
tt0094963,53,46
tt0107969,33,56
tt1182350,46,51
tt0417217,22,50
tt0367479,18,38
tt0104291,54,
tt0124198,41,31
tt1741273,39,45
tt0110366,23,45
tt2328900,,60
tt1175491,58,56
tt4139124,78,63
tt1205535,41,
tt5865326,40,57
tt0227984,26,23
tt6217306,79,62
tt1727776,43,32
tt1791682,83,77
tt0260866,24,38
tt0251114,60,49
tt0810922,28,42
tt6902676,51,42
tt0102945,20,48
tt1850397,14,24
tt1175709,35,57
tt5592248,78,77
tt0278488,26,29
tt0228750,39,45
tt2106651,78,
tt1322312,54,51
tt2709692,59,51
tt1235124,44,
tt0360201,61,59
tt1300851,23,24
tt3014866,29,36
tt0356680,52,56
tt5220122,62,54
tt0327679,50,53
tt1278340,69,61
tt0486551,40,46
tt2402157,36,38
tt2273657,45,50
tt1268799,68,61
tt0113243,31,46
tt1137450,18,31
tt1712261,54,52
tt1186367,26,34
tt3861390,46,51
tt1352824,51,48
tt0481141,42,50
tt0101452,56,60
tt2387433,41,50
tt0351977,26,44
tt0088161,,71
tt0398712,60,54
tt0120791,23,46
tt0815245,32,43
tt0181316,36,46
tt0112401,16,
tt1242432,32,27
tt1020558,61,62
tt1625346,80,71
tt4139588,17,19
tt1051904,78,60
tt2357291,48,49
tt1859650,46,54
tt1985949,43,43
tt5638642,74,57
tt0284837,56,46
tt5503686,87,79
tt0090264,38,40
tt1440728,65,61
tt0079574,59,66
tt0480255,48,44
tt1053424,22,32
tt0338337,27,43
tt1590193,55,56
tt0137494,40,54
tt2404311,28,42
tt1201167,69,60
tt3874544,53,50
tt4786282,75,58
tt3469046,59,49
tt1634122,38,46
tt4500922,43,50
tt4052882,78,59
tt0103855,35,39
tt0475290,86,72
tt0089530,81,71
tt0119738,73,50
tt1549920,61,54
tt0358082,64,64
tt0989757,28,43
tt0980970,50,53
tt1496025,26,39
tt0454945,43,45
tt0100403,30,46
tt1335975,16,28
tt0408790,37,53
tt1279935,66,56
tt0349683,31,46
tt0445934,70,64
tt2170439,35,40
tt0465494,,35
tt1489889,71,52
tt0986263,37,45
tt1226229,73,65
tt1229340,75,61
tt1488555,25,39
tt5519340,27,29
tt1596350,26,31
tt0829150,25,40
tt1013743,52,46
tt0892791,57,58
tt2637276,44,48
tt0388482,,56
tt2234155,35,42
tt0212346,41,43
tt0328828,53,43
tt5164214,68,61
tt1623205,57,44
tt0452608,42,43
tt1365519,53,48
tt2334879,52,52
tt1179904,83,68
tt4046784,48,43
tt0290002,38,41
tt1340138,26,38
tt1397280,22,45
tt2004420,73,68
tt0181852,69,66
tt0033922,67,
tt0079180,,38
tt6920356,90,91
tt1838571,83,
tt0362526,69,61
tt1314652,70,68
tt0084719,14,
tt1521848,83,68
tt1107319,34,37
tt7781432,95,69
tt0103950,50,
tt1111948,45,49
tt0102598,64,47
tt5592878,,
tt1995341,80,57
tt1523486,,
tt5979872,71,
tt0049038,80,
tt1859446,75,69
tt8456098,,
tt7615302,30,45
tt0099797,,56
tt0080130,41,58
tt0085271,57,57
tt0085862,57,65
tt0089346,40,41
tt2668134,,
tt0100201,38,34
tt0073692,62,65
tt0365675,17,
tt0245046,33,48
tt0119381,33,49
tt1068678,,
tt1029120,40,44
tt1836808,68,60
tt5175450,,49
tt4267026,75,
tt0275773,75,
tt4468634,92,82
tt0104545,69,
tt0102555,50,57
tt0096913,33,26
tt1134629,70,49
tt0460890,33,33
tt0038166,83,85
tt0094739,44,53
tt0353489,88,
tt0119210,31,
tt0120646,43,45
tt6303866,85,78
tt2093991,76,59
tt0289635,62,67
tt0160611,14,
tt1528313,,
tt0126604,52,66
tt1216520,35,48
tt0460810,71,63
tt1135525,35,40
tt0255819,71,55
tt2404738,84,73
tt0099819,56,45
tt5147214,74,61
tt0120152,53,45
tt0402850,30,31
tt0081696,73,61
tt1836944,22,33
tt0086525,,66
tt0271259,55,61
tt1999987,57,60
tt0091680,45,47
tt4924942,,
tt8143990,90,78
tt0940709,49,46
tt3774466,52,46
tt1935902,31,43
tt1648112,,
tt1712192,45,40
tt0422295,32,50
tt3296908,67,
tt2345112,50,51
tt3416536,44,44
tt9345754,61,
tt1977895,80,80
tt0096945,53,31
tt0111419,38,
tt0298408,69,61
tt0062824,95,
tt2580382,96,80
tt1244659,28,45
tt5206260,91,68
tt0455323,51,53
tt1989475,68,
tt6882604,77,67
tt0077572,61,42
tt0082118,80,42
tt0098987,27,24
tt0097965,75,
tt6439020,92,77
tt0219822,49,56
tt0227005,71,62
tt0398027,52,65
tt0220099,62,53
tt1318517,66,58
tt1656192,15,37
tt4935372,92,72
tt2980472,9,24
tt0072926,68,61
tt0082817,70,56
tt2386404,88,72
tt5723286,88,66
tt5977276,27,43
tt0093407,50,48
tt0100318,50,55
tt2195548,82,73
tt0087365,73,62
tt4348012,84,62
tt0087799,79,59
tt0489281,65,61
tt0073705,85,58
tt0102004,77,
tt0085255,78,66
tt3864056,25,40
tt2316801,41,39
tt7390646,51,54
tt0157583,72,64
tt4196450,73,69
tt0120777,80,70
tt0138946,64,58
tt2131532,80,
tt0441774,47,60
tt0432402,20,45
tt2388637,77,74
tt11905962,88,61
tt0076070,74,59
tt2349144,91,77
tt0484740,27,43
tt3297330,76,63
tt0076538,56,46
tt3068194,96,87
tt0119115,55,62
tt0250224,63,61
tt0071577,39,43
tt0107497,57,52
tt0140379,,61
tt0051418,68,58
tt0085894,77,61
tt0086856,67,70
tt6095472,73,60
tt0090021,48,26
tt0113501,26,48
tt2784678,86,81
tt0114367,29,
tt1178665,47,51
tt1151359,61,58
tt2452200,62,49
tt6195094,55,44
tt3278330,83,72
tt0110364,36,
tt1932718,50,54
tt2238050,55,51
tt8242084,48,46
tt1196948,27,31
tt0430634,32,53
tt2056771,89,74
tt2094018,61,55
tt0096794,65,50
tt0465203,62,60
tt0100054,60,49
tt0180734,41,48
tt0419843,44,47
tt0378947,51,54
tt1024715,56,47
tt0458413,22,34
tt1541160,16,37
tt1381404,54,57
tt0367027,68,64
tt5516328,85,68
tt2281587,80,61
tt1971352,89,68
tt0105121,70,57
tt0088814,55,59
tt0105414,53,63
tt0119535,41,35
tt0091738,86,75
tt5001718,45,52
tt3442006,49,49
tt2261331,80,62
tt1783732,60,53
tt5640450,43,
tt0495596,,47
tt0110167,71,64
tt1788391,78,67
tt0760329,,71
tt1285309,62,55
tt0107034,26,45
tt0090060,42,35
tt6738136,93,81
tt0119360,71,70
tt0434139,46,57
tt0257756,,48
tt0097770,21,52
tt0395251,51,52
tt3097204,69,55
tt2034031,65,63
tt1172994,85,73
tt0309377,52,64
tt7153766,80,63
tt0279113,,71
tt0110997,57,63
tt4158096,70,63
tt5783956,43,36
tt0160797,37,45
tt0116313,50,58
tt2345737,67,64
tt1181791,71,71
tt0090056,32,22
tt0117918,72,60
tt2428170,90,74
tt1531663,73,65
tt4463894,34,40
tt3922818,16,33
tt0171433,69,60
tt0098627,52,32
tt0108333,28,43
tt0403358,60,58
tt4853102,36,
tt0109836,42,49
tt2091935,44,52
tt0116253,63,62
tt0997152,,
tt0087985,46,53
tt0385267,82,66
tt0091541,50,49
tt1800741,41,43
tt2361317,34,49
tt1567437,75,58
tt0116830,37,
tt0115964,64,50
tt0144214,21,47
tt0261983,66,58
tt1661382,31,35
tt0443536,46,45
tt1291570,26,36
tt0297284,24,33
tt1438254,28,37
tt2005374,61,37
tt0388125,74,60
tt0099365,83,65
tt3647498,89,66
tt0844479,28,29
tt0089469,40,30
tt1130080,79,66
tt0151137,31,54
tt4332232,59,36
tt0099052,93,67
tt2140619,38,45
tt0455538,36,35
tt0131325,81,71
tt0368709,28,45
tt3530002,69,58
tt2051879,81,68
tt1374992,28,45
tt0133952,44,53
tt2226597,39,48
tt0120844,54,64
tt0403702,66,63
tt1726592,37,41
tt0253754,38,51
tt0117333,49,41
tt2436386,37,47
tt0265349,52,52
tt0173840,44,49
tt0035423,52,44
tt0164334,32,42
tt0371246,54,48
tt1126591,37,47
tt1486192,22,44
tt4225622,,
tt0882977,57,51
tt1637706,70,60
tt0079945,49,48
tt0115963,57,55
tt1648179,42,40
tt6189022,39,45
tt0799934,65,52
tt1470827,73,63
tt1860353,67,58
tt1212419,47,56
tt4731136,42,47
tt0365686,15,25
tt0105417,74,51
tt1985966,71,59
tt1657507,27,45
tt0099700,71,69
tt0209958,45,40
tt1571222,78,76
tt0098439,31,41
tt7737786,78,64
tt0159273,37,49
tt1438176,72,64
tt0373926,57,62
tt1433108,42,44
tt1482459,,46
tt1007029,52,52
tt0283111,18,26
tt5886046,51,48
tt0164184,59,45
tt0250687,44,52
tt0119395,25,36
tt1179034,37,42
tt1488606,70,61
tt1524137,51,51
tt0453451,51,56
tt0106582,67,60
tt0433362,69,57
tt1448755,28,44
tt0384793,38,47
tt1924435,18,30
tt0080761,63,22
tt0815236,58,46
tt1058017,55,58
tt0247638,49,52
tt1441395,84,80
tt0112508,41,16
tt0107362,39,44
tt2975578,57,50
tt0097523,78,63
tt2848292,65,63
tt0087182,43,41
tt0892782,74,56
tt0330793,29,33
tt0285823,66,56
tt1411250,57,49
tt0177971,,59
tt0215129,57,55
tt0454841,52,52
tt1001508,41,47
tt1231587,64,63
tt0398165,31,48
tt0366548,76,77
tt1964418,50,60
tt1596365,66,62
tt0117998,63,68
tt0974661,56,48
tt1111422,51,55
tt0143145,52,57
tt6806448,67,60
tt0481369,8,
tt0207201,54,47
tt0250494,71,59
tt0142342,39,41
tt1980209,50,45
tt0112281,24,45
tt1142988,14,28
tt0116996,55,52
tt1424381,65,51
tt2293640,55,56
tt0251127,42,45
tt1210819,31,37
tt0795421,55,51
tt1564367,19,33
tt0252866,52,43
tt2316204,65,65
tt1645170,57,58
tt0944835,62,65
tt0209163,47,48
tt0389860,34,45
tt0477347,43,48
tt1014759,51,53
tt0831387,76,62
tt0319262,45,47
tt0448157,41,49
tt2872732,67,61
tt2975590,29,44
tt0356614,,
tt0107889,43,51
tt1217070,,
tt0381505,33,45
tt0281820,77,68
tt0074906,81,65
tt9779516,50,41
tt0107004,48,
tt1631707,,
tt2012011,67,34
tt2952602,75,66
tt0076150,77,67
tt0404802,57,64
tt0039694,77,
tt2677722,,44
tt0074258,50,48
tt0339579,36,36
tt0076929,61,
tt3896738,88,73
tt0243255,74,77
tt0105399,44,54
tt1718924,16,21
tt0087747,86,67
tt0858486,48,54
tt0089901,41,46
tt0465436,41,56
tt4411584,28,32
tt0113097,48,
tt0123209,29,28
tt0101786,17,
tt0075147,74,73
tt0092654,89,77
tt0097044,67,62
tt0112750,,
tt1757746,,
tt0057590,80,77
tt1667355,,
tt1179794,67,
tt2570858,94,87
tt0112571,74,61
tt1808197,,
tt0961108,23,34
tt5270948,80,67
tt0107315,59,53
tt0379306,37,53
tt0267287,80,
tt0765447,27,45
tt0087233,58,55
tt2103264,32,48
tt1572491,77,70
tt1854236,75,60
tt0808339,53,40
tt7549892,60,
tt0087507,44,54
tt0089360,81,60
tt0099800,93,76
tt3127022,58,62
tt3832914,34,26
tt0095863,38,42
tt3906082,41,49
tt0117119,47,49
tt0097235,50,54
tt0125454,62,
tt0089393,50,57
tt0399854,,
tt0114702,24,42
tt0064603,78,48
tt2027140,61,54
tt0381971,70,62
tt0081114,40,22
tt0264761,83,72
tt2955316,,
tt0120716,29,40
tt0466893,75,61
tt5884230,79,71
tt0098354,62,
tt3083008,62,53
tt0072730,76,68
tt0373450,,47
tt0960790,,
tt0068768,80,52
tt0076257,81,61
tt0493949,70,56
tt0796375,78,64
tt0155711,41,50
tt0099850,89,63
tt1535970,14,34
tt0113305,45,54
tt1430615,75,61
tt0115438,62,
tt0099615,94,78
tt1747958,52,45
tt1753496,100,
tt2365580,50,51
tt8372298,88,65
tt0110265,36,49
tt7026672,63,52
tt0246464,48,47
tt4669264,82,69
tt0087957,70,55
tt0089114,,58
tt0164961,,
tt2515030,55,56
tt0100260,43,40
tt3203528,53,42
tt0110737,53,
tt0104412,67,61
tt0443456,34,56
tt1129423,38,28
tt0120620,31,44
tt0080569,50,43
tt2639254,49,51
tt1715336,33,42
tt0449061,14,24
tt3654796,100,75
tt9731534,79,68
tt0106912,45,42
tt0111333,50,
tt0164212,49,43
tt0096071,,64
tt12749596,83,73
tt2140507,32,55
tt0101329,57,
tt4943322,19,26
tt0086154,60,54
tt3907584,64,61
tt0120654,14,24
tt0277941,55,56
tt0308152,75,
tt2023690,85,69
tt0294357,14,32
tt0200027,49,43
tt0110638,57,60
tt1650043,47,51
tt0104254,63,67
tt5918982,,72
tt0103594,32,47
tt1894476,66,57
tt0450340,38,44
tt0099528,59,48
tt0408985,55,52
tt0114194,46,44
tt0067525,64,56
tt1174954,,
tt2494280,88,
tt0102603,12,47
tt0060153,79,71
tt0360009,65,60
tt0857265,36,49
tt0093936,51,36
tt0410764,30,26
tt0240510,42,49
tt0427969,68,62
tt4537896,57,59
tt0409904,62,59
tt0100994,29,47
tt6107548,80,70
tt4443658,89,67
tt0338188,58,55
tt0252503,66,66
tt6000478,54,58
tt0086491,58,44
tt0108174,53,54
tt1311071,76,65
tt0088850,35,37
tt5691670,58,60
tt0464196,66,62
tt7139936,47,38
tt0291341,34,45
tt3986820,92,80
tt1464580,74,66
tt0454824,33,47
tt3165612,63,64
tt1531901,65,66
tt1247640,75,64
tt2669336,78,50
tt0139699,43,50
tt4781612,84,68
tt0117247,53,
tt1621045,54,51
tt0092610,71,52
tt0095294,50,41
tt5304992,92,62
tt1017451,69,65
tt9777644,92,82
tt0127723,40,52
tt1825157,83,68
tt1691916,64,58
tt0112792,33,47
tt7825208,89,
tt0402894,44,57
tt0097659,36,33
tt0402910,,
tt0080745,84,58
tt0183869,,
tt1389096,36,41
tt0119715,44,54
tt0111686,78,64
tt0102803,66,61
tt5113040,60,55
tt0349710,41,47
tt0130623,64,56
tt0099329,74,63
tt0403508,77,66
tt0313443,,63
tt2388771,52,51
tt0131857,41,38
tt0264395,21,34
tt6850820,13,29
tt8623904,46,50
tt1588334,77,60
tt0970411,54,58
tt1687901,62,53
tt2870756,51,54
tt2101341,41,39
tt0219965,64,60
tt1591479,28,40
tt1014763,26,41
tt0264472,77,69
tt0971209,62,63
tt1245112,68,52
tt0443489,79,76
tt0092086,45,52
tt1473832,78,59
tt0101862,70,51
tt0211933,23,33
tt1679335,75,55
tt1126618,55,57
tt0186566,79,73
tt0384680,59,61
tt0439815,87,69
tt0304415,34,45
tt1528071,42,46
tt0150377,27,40
tt0105690,79,58
tt0120787,57,50
tt0082495,29,40
tt1135985,45,49
tt8580274,63,50
tt0844708,43,42
tt1230414,58,57
tt1666801,73,56
tt0114214,58,49
tt8244784,57,50
tt3063516,61,54
tt0416236,81,62
tt0963178,58,52
tt0116136,50,49
tt2140379,19,34
tt0892318,42,50
tt2241351,59,55
tt0337921,56,60
tt3748172,91,77
tt1216492,23,33
tt0758766,63,59
tt0110622,54,63
tt0118689,44,52
tt0086034,43,63
tt0111070,73,57
tt1327194,20,39
tt0422720,57,65
tt1656190,59,55
tt3794354,63,47
tt0340163,35,44
tt0397101,38,47
tt1547234,74,66
tt0462590,21,48
tt0092644,47,48
tt0120890,63,52
tt0435651,35,47
tt2312718,43,40
tt0455407,71,56
tt0421239,79,71
tt0365907,68,57
tt0133751,55,61
tt3531824,66,58
tt2388715,75,61
tt5140878,70,62
tt2854926,56,56
tt1616195,43,59
tt1086772,15,31
tt1615065,50,59
tt1055292,30,39
tt0134273,23,19
tt2554274,73,66
tt0120587,92,72
tt0458481,42,46
tt0120744,32,48
tt0089880,33,47
tt1288558,63,57
tt2239822,48,51
tt1007028,65,56
tt0244244,25,32
tt0118571,78,61
tt0120347,56,52
tt0363988,46,46
tt0117705,44,59
tt2709768,72,61
tt1127180,92,83
tt1667889,37,49
tt0499448,66,62
tt0425061,51,54
tt1289401,73,60
tt2935510,83,80
tt0384537,32,31
tt3402236,61,52
tt0465234,36,48
tt2229499,80,66
tt7349950,62,58
tt4123430,36,52
tt0185937,86,81
tt0368447,43,44
tt0196229,65,61
tt1650554,32,41
tt2302755,50,41
tt3110958,33,46
tt0187078,25,35
tt1790809,30,39
tt0103644,46,59
tt2788710,52,52
tt1231583,39,51
tt1320253,42,45
tt0438488,33,49
tt1632708,68,63
tt0349903,55,58
tt2527338,52,53
tt0407304,75,73
tt1872181,51,53
tt0356910,60,55
tt1411697,34,44
tt0121765,66,54
tt0120915,51,51
tt0094082,67,53
tt0342272,36,33
tt0449851,70,68
tt0265632,60,43
tt1808454,,
tt0068713,80,68
tt0139362,76,73
tt0067656,86,
tt0085542,67,45
tt0061369,,
tt0324197,67,71
tt0078111,71,66
tt2380331,43,49
tt5290524,60,
tt2752688,76,67
tt0094793,67,61
tt5751998,79,68
tt0083739,71,49
tt1123373,80,75
tt0047422,57,
tt0352277,48,53
tt0878835,86,78
tt0215545,53,54
tt0118863,61,46
tt0057449,88,
tt0250323,82,78
tt0357110,47,59
tt3661394,71,58
tt0081748,19,
tt0423169,,66
tt1701210,11,32
tt0082242,76,71
tt3263614,88,68
tt0100928,86,66
tt7616148,90,72
tt0090852,80,
tt1133991,66,71
tt0100168,71,61
tt1658801,50,50
tt3714720,47,53
tt0091875,59,49
tt0944834,67,
tt1126596,,
tt2217859,72,70
tt1238291,75,62
tt6063090,82,67
tt2351310,40,40
tt0120831,81,69
tt0113321,64,56
tt2883434,38,45
tt1629374,,
tt0110759,44,42
tt0109484,37,
tt1828995,62,53
tt0064782,33,50
tt0095348,62,48
tt0477078,84,73
tt5968274,69,
tt0204137,83,65
tt1518812,86,85
tt0086619,65,68
tt0298744,71,66
tt0107983,27,50
tt0179098,63,59
tt0044672,50,
tt0099012,71,67
tt0485976,,
tt8836988,84,63
tt0417658,74,71
tt0189584,74,56
tt4669296,72,48
tt1801051,,
tt0102316,73,71
tt0090095,75,53
tt0499603,63,54
tt0109035,50,
tt0783238,,65
tt0338097,16,40
tt0309820,45,47
tt0094746,75,61
tt0084412,92,62
tt0102951,72,65
tt0290329,60,
tt1781827,44,54
tt7133686,83,
tt0800027,39,51
tt0107286,35,46
tt0805526,16,38
tt1911553,47,43
tt0112966,60,
tt0095088,50,43
tt4951982,69,55
tt0118996,63,
tt0087089,77,68
tt0102175,57,78
tt0067741,87,66
tt5814592,82,73
tt0265651,92,
tt1680114,84,66
tt3726704,85,81
tt0065377,75,42
tt1247692,27,40
tt0117057,55,
tt0437405,32,37
tt0094072,56,27
tt0286751,75,70
tt1703957,52,56
tt0084329,74,51
tt0076451,57,64
tt0312843,57,
tt0074102,86,
tt3766394,85,63
tt3704700,13,34
tt0073812,71,66
tt0080923,64,69
tt0116704,57,
tt6257174,86,69
tt0097858,71,
tt0318761,71,69
tt1046947,71,57
tt0111693,70,
tt5607096,83,67
tt1748207,76,67
tt5112578,90,75
tt0080716,81,58
tt0279331,58,57
tt0837106,,
tt0335563,34,43
tt0103112,38,46
tt0054135,48,57
tt0104427,52,50
tt0388182,63,63
tt0082934,79,61
tt0085970,75,50
tt0048254,81,
tt6269368,79,59
tt0283084,60,66
tt0118158,57,53
tt4648786,73,66
tt2355495,17,22
tt0073631,69,56
tt0963194,40,32
tt0094025,89,69
tt0830558,67,29
tt0446046,44,55
tt0061107,65,55
tt4572792,22,31
tt0278823,47,46
tt0110006,29,42
tt4995776,29,
tt0829459,79,74
tt0117737,51,60
tt1592281,79,68
tt4799066,20,38
tt0091557,76,49
tt0120633,62,68
tt6108178,84,74
tt0082869,56,48
tt0114168,50,
tt0114682,41,60
tt6141246,71,60
tt1405365,71,59
tt1226681,84,54
tt1951181,85,77
tt1833116,63,61
tt4878482,87,53
tt0120483,39,
tt2398231,80,68
tt0460745,30,44
tt0128278,27,43
tt2555736,65,51
tt1462900,78,73
tt0082533,73,68
tt2275946,,
tt0126916,46,43
tt0110527,60,
tt7339248,83,65
tt0139668,54,65
tt0094761,63,
tt0157503,47,28
tt0303361,70,58
tt6182908,76,60
tt2091473,53,55
tt2870708,47,43
tt3797868,11,26
tt5208252,61,58
tt0119668,51,57
tt1316536,98,73
tt5962210,85,71
tt5117670,63,51
tt0119314,74,65
tt0104389,65,64
tt0083564,49,39
tt0093886,88,73
tt0086383,57,52
tt2118624,74,59
tt0095253,41,24
tt1462769,36,47
tt1294688,53,50
tt0110950,64,67
tt1321860,62,60
tt2170299,65,57
tt0113117,48,50
tt0292644,43,50
tt1764183,87,73
tt3553442,67,57
tt0088000,71,44
tt6306064,69,56
tt0116126,32,53
tt0115956,86,77
tt0765120,45,51
tt2884018,80,71
tt0243655,37,42
tt0112722,79,54
tt1783232,40,
tt0489049,32,45
tt4547056,85,67
tt1645080,19,36
tt8688634,54,51
tt1846589,37,43
tt0120913,50,48
tt0482572,35,45
tt3513498,84,65
tt0191397,41,30
tt3715320,47,53
tt0104231,50,49
tt0271027,52,58
tt0124298,58,48
tt0356721,63,55
tt0104868,21,46
tt0425413,46,48
tt0094332,66,67
tt0206314,74,75
tt0098206,37,36
tt0391304,41,48
tt0119468,33,46
tt6998518,90,81
tt0861689,44,45
tt0398017,21,40
tt0396752,74,59
tt7456310,33,40
tt0884732,29,35
tt1413492,50,54
tt4513674,71,64
tt0087277,52,42
tt1095217,86,69
tt1371150,44,44
tt0093629,71,49
tt1674771,33,38
tt2649554,83,76
tt0111280,47,55
tt0141926,68,62
tt2568862,82,50
tt0107798,54,50
tt0457513,41,48
tt0099582,47,55
tt0090305,57,46
tt1212428,87,78
tt6911608,79,60
tt0107144,58,64
tt0981227,75,64
tt1226273,55,55
tt4530422,81,60
tt1045772,71,65
tt0808279,51,44
tt1853739,79,66
tt4777008,39,43
tt0094862,71,58
tt1781769,63,63
tt2224026,52,55
tt1023111,23,39
tt0098084,53,38
tt0090555,89,62
tt0097742,78,58
tt0120873,26,47
tt0066995,64,59
tt2400463,89,74
tt0865556,63,57
tt2199571,59,59
tt0286499,85,66
tt0368008,80,76
tt0385880,75,68
tt2503944,28,42
tt0104070,,56
tt0314353,33,48
tt0424095,73,74
tt5022702,93,67
tt0120657,33,42
tt0870984,53,49
tt0455824,54,53
tt0161081,47,51
tt0184894,80,77
tt0114069,60,64
tt0259446,76,62
tt0450232,56,63
tt0120783,86,64
tt5308322,71,58
tt1204975,46,48
tt0292506,43,56
tt2446980,60,56
tt0481536,52,57
tt1502407,79,67
tt1502397,76,59
tt0465602,67,49
tt0443274,34,40
tt1568338,31,40
tt5884052,68,53
tt0448694,86,65
tt0387808,73,66
tt0834001,29,44
tt0472399,53,49
tt0122151,52,37
tt2226417,39,40
tt1821694,44,47
tt2404463,66,60
tt0389722,51,53
tt0415306,71,66
tt2873282,45,53
tt1059786,26,43
tt0338348,56,61
tt0097428,55,56
tt0985694,72,60
tt1636826,28,48
tt0356150,,45
tt5109784,68,75
tt0266915,52,48
tt0479952,64,61
tt4196776,54,58
tt5442430,67,54
tt4630562,67,56
tt0145660,52,59
tt6823368,36,43
tt0183505,48,49
tt1731141,62,51
tt2381941,,56
tt0172156,23,38
tt0432348,37,40
tt0955308,43,53
tt0401729,52,51
tt1013752,28,46
tt0473075,37,50
tt1194173,55,61
tt1764651,67,51
tt3731562,75,62
tt1951266,70,65
tt0386588,69,58
tt2737304,64,51
tt0119567,53,59
tt1245492,83,67
tt0382625,25,46
tt0830515,64,58
tt1951265,69,64
tt1535108,65,61
tt1840309,41,48
tt0367594,83,72
tt0800080,67,61
tt0458525,38,40
tt1298650,33,45
tt0089470,50,45
tt0067334,69,52
tt8858104,74,
tt0437232,75,62
tt2989524,63,52
tt1368116,,
tt0119114,50,55
tt0446687,48,56
tt0116410,43,
tt0210075,88,70
tt0065761,82,63
tt1175506,85,73
tt0869977,82,65
tt8820590,,
tt0308878,64,59
tt0469754,75,71
tt3877674,,64
tt0362004,43,53
tt0275230,47,44
tt6040662,74,62
tt0071910,66,
tt2639344,93,82
tt0070294,62,56
tt0423409,88,80
tt0412536,62,64
tt0114134,67,64
tt7670212,54,38
tt1049402,63,63
tt0120728,73,76
tt0437777,61,64
tt4652650,56,49
tt1456472,65,64
tt0359423,50,59
tt0134154,64,69
tt6777338,85,64
tt0313196,61,60
tt0085615,78,60
tt0210065,71,60
tt0455326,48,54
tt0110771,88,70
tt0111732,19,
tt0429715,57,
tt0974014,47,51
tt6952960,90,75
tt0059170,73,65
tt5304464,70,72
tt0850253,56,54
tt0363473,42,46
tt1588895,89,87
tt7167630,75,
tt9675274,,
tt2083355,70,59
tt2967006,87,75
tt4270516,91,77
tt0082766,49,55
tt0348593,67,67
tt2247476,20,41
tt0082334,67,35
tt0087075,81,69
tt3399024,61,53
tt0938305,,
tt0386741,49,57
tt0462338,,70
tt4103724,24,36
tt0086373,76,50
tt0961728,64,56
tt7616798,59,50
tt0100395,84,71
tt0105378,52,
tt0075222,81,75
tt2268458,84,61
tt4972062,98,83
tt0082288,82,68
tt0089153,86,56
tt1291652,86,75
tt0057372,81,
tt1498569,38,47
tt0086873,85,68
tt0248408,,
tt2249221,,
tt2368254,88,75
tt0116324,87,81
tt2389182,88,63
tt0089118,88,71
tt0112857,92,78
tt1639084,85,63
tt1183665,45,54
tt1322930,,
tt0382189,90,82
tt7545524,81,66
tt0088194,67,59
tt0961097,87,
tt0103247,65,62
tt4645330,83,63
tt0373283,66,56
tt0416185,60,55
tt0339230,,
tt1012804,67,69
tt0808244,52,58
tt1016301,70,
tt0076141,73,55
tt0210616,42,52
tt0078163,84,65
tt5437928,87,74
tt0051658,87,82
tt0099726,76,53
tt0326905,38,48
tt0089013,64,53
tt0974554,75,66
tt0420087,81,75
tt0477095,90,69
tt0080736,53,51
tt0114608,37,48
tt0118531,30,41
tt0437857,76,66
tt0924129,15,38
tt0831884,38,46
tt0780516,55,57
tt0089841,85,84
tt1602098,56,57
tt6348138,88,68
tt0085701,55,52
tt0093137,100,64
tt0091083,78,60
tt0074851,82,81
tt0094894,76,66
tt0113228,17,46
tt1465487,68,59
tt1379177,81,65
tt0089908,54,42
tt3369806,38,47
tt2872462,82,75
tt0134618,37,49
