genre,median
Action,52.1948051948052
Family,53.6875
Fantasy,54.96153846153846
Horror,59.34146341463415
Sport,60.0
Sci-Fi,60.16
Thriller,62.0
Comedy,62.01639344262295
Adventure,64.10344827586206
Romance,65.05263157894737
Mystery,66.0
Crime,67.265625
Animation,75.375
Drama,75.4888888888889
History,77.36363636363636
Biography,77.45454545454545
Musical,79.0
War,83.875
Western,87.2
